n_test,positive_rate_test,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp,specificity,sensitivity,roc_auc_ci_low,roc_auc_ci_high
30,0.3,0.8,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5091750772173156,0.8359788359788359,0.7234333567666902,0.1512938510314384,21,0,6,3,1.0,0.3333333333333333,0.6535163043478261,0.9602272727272728
