dataset,feature,missing_pct,variance
strict,TG_1T,0.0,1965.8380966170248
strict,TC_1T,0.0,821.7622265122264
strict,LDL_1T,0.0,673.4855796102224
strict,HDL_1T,0.0,174.9769714101857
strict,Weight,0.0,159.61329426365137
strict,SBP_1T,0.0,102.34027394741682
strict,Glycemia,0.0,84.58733728626585
strict,DBP_1T,0.0,82.87203530060674
strict,Height,0.0,44.18863761720905
strict,Age,0.0,32.5298768155911
strict,BMI_final,0.0,23.264348086485462
