dataset,block_id,block_size,keep_feature,drop_feature,keep_missing_pct,keep_variance,drop_missing_pct,drop_variance,strategy,threshold
strict,1,3,TG_1T,BMI_final,0.0,1965.8380966170248,0.0,23.264348086485462,min_missing_then_max_variance,0.4
strict,1,3,TG_1T,Weight,0.0,1965.8380966170248,0.0,159.61329426365137,min_missing_then_max_variance,0.4
strict,2,2,TC_1T,LDL_1T,0.0,821.7622265122264,0.0,673.4855796102224,min_missing_then_max_variance,0.4
strict,3,2,SBP_1T,DBP_1T,0.0,102.34027394741682,0.0,82.87203530060674,min_missing_then_max_variance,0.4
