index,dataset_variant,config_name,model_class,scaler,resampling,pca,mean,std,count,generalization_score,complexity_score
472,IMPUTED,config_random80,LogisticRegression,standard,smote,off,0.48667264158313217,0.13273772288769106,480,0.35393491869544114,2
805,STRICT,config_kfold,LinearDiscriminantAnalysis,robust,smote,on,0.46208803937739235,0.10819345177364584,1120,0.3538945876037465,3
954,STRICT,config_loo,KNeighborsClassifier,none,smoteenn,off,0.38529500450551313,0.03188288688401282,128,0.3534121176215003,2
620,IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,smote,off,0.5333872702210154,0.18005742988090712,80,0.3533298403401083,2
198,IMPUTED,config_loo,GaussianNB,robust,smoteenn,off,0.3826595704819258,0.029335581965193282,12,0.3533239885167325,3
732,IMPUTED,config_strat80,SVC,standard,undersample,off,0.5224225017277089,0.16935231446164714,240,0.35307018726606176,3
876,STRICT,config_kfold,RandomForestClassifier,maxabs,smoteenn,off,0.4014463051082065,0.04853925398421418,10368,0.35290705112399234,3
930,STRICT,config_loo,GaussianNB,robust,none,on,0.3833912314891721,0.031362219592765764,25,0.35202901189640634,3
758,STRICT,config_kfold,GaussianNB,standard,smoteenn,off,0.3885448059202038,0.036663201140152965,432,0.3518816047800508,3
431,IMPUTED,config_random80,LinearDiscriminantAnalysis,none,smote,off,0.4902910134337257,0.13875398862164764,80,0.35153702481207805,1
993,STRICT,config_loo,LinearDiscriminantAnalysis,standard,none,on,0.4474463758414224,0.0964920369270595,14,0.3509543389143629,2
474,IMPUTED,config_random80,LogisticRegression,standard,smoteenn,off,0.47592123686992444,0.12501880894626044,480,0.350902427923664,2
724,IMPUTED,config_strat80,SVC,robust,undersample,off,0.525540526430951,0.17479460713495146,240,0.3507459192959995,3
314,IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,none,off,0.38657947867012205,0.03598027654248868,6,0.35059920212763335,2
186,IMPUTED,config_loo,GaussianNB,maxabs,smote,on,0.3905501136710149,0.040026106975369964,69,0.35052400669564493,4
475,IMPUTED,config_random80,LogisticRegression,standard,smoteenn,on,0.48553964873555056,0.1353332019610758,3360,0.35020644677447477,3
768,STRICT,config_kfold,KNeighborsClassifier,maxabs,undersample,off,0.4046767633250278,0.054517987245872424,1280,0.35015877607915535,3
924,STRICT,config_loo,GaussianNB,maxabs,undersample,on,0.37896717382402995,0.02884005804299439,45,0.35012711578103556,4
835,STRICT,config_kfold,LogisticRegression,robust,smoteenn,on,0.45755410304690625,0.10750489533667931,6720,0.35004920771022696,3
649,IMPUTED,config_strat80,LogisticRegression,robust,smote,on,0.5216424435047916,0.17161922467206062,3360,0.350023218832731,3
1347,STRICT,config_strat80,LinearDiscriminantAnalysis,none,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,0
1339,STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,1
1351,STRICT,config_strat80,LinearDiscriminantAnalysis,robust,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,1
1359,STRICT,config_strat80,LinearDiscriminantAnalysis,standard,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,1
769,STRICT,config_kfold,KNeighborsClassifier,maxabs,undersample,on,0.4059908254870443,0.0560898794296162,8960,0.3499009460574281,4
744,STRICT,config_kfold,GaussianNB,none,smoteenn,off,0.3971258341410388,0.04738156152666026,432,0.34974427261437857,2
10,IMPUTED,config_kfold,GaussianNB,none,smoteenn,off,0.39520217448794365,0.04594527963471219,336,0.34925689485323147,2
952,STRICT,config_loo,KNeighborsClassifier,none,none,off,0.3705686899425357,0.02164160807253537,32,0.3489270818700004,1
741,STRICT,config_kfold,GaussianNB,maxabs,undersample,on,0.40788307877305896,0.05901719732278489,1512,0.3488658814502741,4
23,IMPUTED,config_kfold,GaussianNB,standard,smote,on,0.39731163661372626,0.04881979096981489,2352,0.3484918456439114,4
772,STRICT,config_kfold,KNeighborsClassifier,none,smoteenn,off,0.3885309246743615,0.04126533841643466,2560,0.34726558625792686,2
884,STRICT,config_kfold,RandomForestClassifier,robust,smoteenn,off,0.3984260368321964,0.05155247355445581,10368,0.3468735632777406,3
1034,STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,undersample,off,0.42328041656927623,0.07653436769794392,10,0.3467460488713323,3
544,IMPUTED,config_random80,SVC,standard,smote,off,0.48284061286861424,0.13610416914805268,480,0.34673644372056156,3
1015,STRICT,config_loo,LogisticRegression,robust,smote,on,0.45436030575027964,0.10784513687520307,336,0.34651516887507655,3
809,STRICT,config_kfold,LinearDiscriminantAnalysis,robust,undersample,on,0.450061301610501,0.10384426793416038,560,0.3462170336763406,3
464,IMPUTED,config_random80,LogisticRegression,robust,smote,off,0.48745765259910784,0.14134046712594844,480,0.3461171854731594,2
204,IMPUTED,config_loo,GaussianNB,standard,smote,off,0.3603865868768441,0.014285329874401339,9,0.34610125700244276,3
73,IMPUTED,config_kfold,LinearDiscriminantAnalysis,robust,smoteenn,on,0.422250925865963,0.07658359943638052,1120,0.34566732642958253,3
217,IMPUTED,config_loo,KNeighborsClassifier,maxabs,undersample,on,0.39136379928158455,0.04649751363717373,448,0.3448662856444108,4
16,IMPUTED,config_kfold,GaussianNB,robust,smoteenn,off,0.38704543896496285,0.042354680081439576,336,0.3446907588835233,3
910,STRICT,config_kfold,SVC,standard,none,off,0.4013681954590551,0.0567453684091338,225,0.3446228270499213,2
905,STRICT,config_kfold,SVC,robust,smote,on,0.4577847400319889,0.11332858454517646,6300,0.3444561554868124,4
902,STRICT,config_kfold,SVC,robust,none,off,0.40121154791955393,0.05686788201776865,225,0.3443436659017853,2
750,STRICT,config_kfold,GaussianNB,robust,smoteenn,off,0.3893357624371731,0.045255726482663954,432,0.34408003595450914,3
644,IMPUTED,config_strat80,LogisticRegression,none,smoteenn,off,0.5048884432056985,0.1608262705816785,480,0.34406217262401995,1
22,IMPUTED,config_kfold,GaussianNB,standard,smote,off,0.38021037262893564,0.03621518051298729,336,0.34399519211594837,3
659,IMPUTED,config_strat80,LogisticRegression,standard,smoteenn,on,0.5099104619912755,0.16603640655530705,3360,0.3438740554359685,3
987,STRICT,config_loo,LinearDiscriminantAnalysis,robust,smote,on,0.45468712755588764,0.11087384007018966,56,0.34381328748569795,3
561,IMPUTED,config_strat80,GaussianNB,none,undersample,off,0.48437022478064234,0.1407387409273339,120,0.34363148385330844,2
556,IMPUTED,config_strat80,GaussianNB,maxabs,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,3
568,IMPUTED,config_strat80,GaussianNB,robust,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,3
576,IMPUTED,config_strat80,GaussianNB,standard,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,3
236,IMPUTED,config_loo,KNeighborsClassifier,standard,undersample,off,0.38024324879172294,0.03672198711781941,64,0.3435212616739035,3
737,STRICT,config_kfold,GaussianNB,maxabs,smote,on,0.39066855754277663,0.04740328958999473,3024,0.3432652679527819,4
219,IMPUTED,config_loo,KNeighborsClassifier,none,smote,off,0.37741515919773533,0.0345999020358117,128,0.3428152571619236,2
87,IMPUTED,config_kfold,LogisticRegression,maxabs,smote,on,0.4543932087453906,0.11171628559025973,6720,0.3426769231551309,3
14,IMPUTED,config_kfold,GaussianNB,robust,smote,off,0.3741450982829588,0.03179707646595457,336,0.3423480218170042,3
207,IMPUTED,config_loo,GaussianNB,standard,smoteenn,on,0.3843284253829699,0.04198423622886088,63,0.342344189154109,4
271,IMPUTED,config_loo,LogisticRegression,maxabs,smoteenn,on,0.42325518806289836,0.08138666272675633,336,0.34186852533614204,3
607,IMPUTED,config_strat80,LinearDiscriminantAnalysis,maxabs,none,on,0.47057816608900793,0.12906178164870427,140,0.34151638444030363,2
445,IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,smote,on,0.49438618402409146,0.15321414708820133,560,0.34117203693589016,3
546,IMPUTED,config_random80,SVC,standard,smoteenn,off,0.46053627819247644,0.1194092465004518,480,0.34112703169202463,3
39,IMPUTED,config_kfold,KNeighborsClassifier,none,undersample,off,0.3961688503044426,0.055466136690280624,1278,0.340702713614162,2
1265,STRICT,config_random80,SVC,none,smoteenn,off,0.4661129260142103,0.12541603068755738,456,0.3406968953266529,2
653,IMPUTED,config_strat80,LogisticRegression,robust,undersample,on,0.49998903529009103,0.15992601708183105,1680,0.34006301820826,3
185,IMPUTED,config_loo,GaussianNB,maxabs,smote,off,0.3451903381593385,0.005228315348725718,6,0.3399620228106128,3
627,IMPUTED,config_strat80,LinearDiscriminantAnalysis,standard,none,on,0.4833543782902676,0.14340788848659586,140,0.33994648980367176,2
343,IMPUTED,config_loo,SVC,maxabs,smoteenn,on,0.4189985278033943,0.07907830831833533,213,0.33992021948505896,4
237,IMPUTED,config_loo,KNeighborsClassifier,standard,undersample,on,0.3903900078964501,0.05055620352456018,448,0.3398338043718899,4
718,IMPUTED,config_strat80,SVC,robust,none,off,0.4713098361605708,0.13158504758247078,120,0.33972478857810007,2
1062,STRICT,config_loo,RandomForestClassifier,none,smoteenn,off,0.3719980385015069,0.03241326756534906,259,0.33958477093615785,2
2,IMPUTED,config_kfold,GaussianNB,maxabs,smote,off,0.3713482062151058,0.03177207620318478,336,0.339576130011921,3
7,IMPUTED,config_kfold,GaussianNB,maxabs,undersample,on,0.39911182829134795,0.059861888306589825,1176,0.3392499399847581,4
759,STRICT,config_kfold,GaussianNB,standard,smoteenn,on,0.40004406525954334,0.06126469885999353,3024,0.3387793663995498,4
1081,STRICT,config_loo,SVC,none,smote,off,0.41220078913663943,0.0734387347889208,26,0.33876205434771867,2
1066,STRICT,config_loo,RandomForestClassifier,robust,smoteenn,off,0.373768029240503,0.035121387791073856,258,0.33864664144942913,3
38,IMPUTED,config_kfold,KNeighborsClassifier,none,smoteenn,off,0.3747346227050264,0.03618112471914442,2556,0.33855349798588197,2
24,IMPUTED,config_kfold,GaussianNB,standard,smoteenn,off,0.37787946148002644,0.03982848494085773,336,0.3380509765391687,3
991,STRICT,config_loo,LinearDiscriminantAnalysis,robust,undersample,on,0.43985583119545557,0.10190352551670939,28,0.3379523056787462,3
449,IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,undersample,on,0.4858477460494008,0.1479603465680774,280,0.3378873994813234,3
139,IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,undersample,on,0.39249584499956897,0.05466111148572537,1680,0.3378347335138436,4
536,IMPUTED,config_random80,SVC,robust,smote,off,0.49176488142244584,0.15403320823310673,480,0.3377316731893391,3
1192,STRICT,config_random80,LogisticRegression,none,smote,off,0.4628929098351174,0.12526265181912044,480,0.33763025801599694,1
35,IMPUTED,config_kfold,KNeighborsClassifier,maxabs,undersample,on,0.3929010748801499,0.05544918567479527,8942,0.3374518892053546,4
532,IMPUTED,config_random80,SVC,none,smoteenn,off,0.4560469822884212,0.11865163891203458,480,0.33739534337638666,2
468,IMPUTED,config_random80,LogisticRegression,robust,undersample,off,0.4825021324813706,0.1452570885876186,240,0.337245043893752,2
1077,STRICT,config_loo,SVC,maxabs,smoteenn,on,0.42491910769633995,0.08804459002311196,231,0.33687451767322796,4
34,IMPUTED,config_kfold,KNeighborsClassifier,maxabs,undersample,off,0.39274970087987604,0.05603434371092576,1278,0.3367153571689503,3
547,IMPUTED,config_random80,SVC,standard,smoteenn,on,0.4743577154955824,0.13774255423242213,3360,0.33661516126316027,4
216,IMPUTED,config_loo,KNeighborsClassifier,maxabs,undersample,off,0.3856760792295547,0.04913945228500328,64,0.33653662694455144,3
3,IMPUTED,config_kfold,GaussianNB,maxabs,smote,on,0.38513342437364684,0.04868133787931964,2352,0.3364520864943272,4
880,STRICT,config_kfold,RandomForestClassifier,none,smoteenn,off,0.3843058524609748,0.047942252196413994,10368,0.3363636002645608,2
621,IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,smote,on,0.5120118830493534,0.17582776607125603,560,0.33618411697809736,3
228,IMPUTED,config_loo,KNeighborsClassifier,robust,undersample,off,0.3763548315943163,0.04036792828745947,64,0.3359869033068569,3
1005,STRICT,config_loo,LogisticRegression,maxabs,smoteenn,on,0.4211035095480494,0.08518138186400037,334,0.33592212768404905,3
726,IMPUTED,config_strat80,SVC,standard,none,off,0.4694926871245008,0.13359914864482378,120,0.33589353847967707,2
1166,STRICT,config_random80,LinearDiscriminantAnalysis,none,undersample,off,0.45510621551893593,0.11930569134620216,40,0.33580052417273376,1
1161,STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,2
1173,STRICT,config_random80,LinearDiscriminantAnalysis,robust,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,2
1181,STRICT,config_random80,LinearDiscriminantAnalysis,standard,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,2
1019,STRICT,config_loo,LogisticRegression,robust,undersample,on,0.44777269265110253,0.11199657944800301,168,0.3357761132030995,3
920,STRICT,config_loo,GaussianNB,maxabs,smote,on,0.37396201649986466,0.03822870360280729,71,0.3357333128970574,4
218,IMPUTED,config_loo,KNeighborsClassifier,none,none,off,0.36438082561844637,0.028694376975443886,32,0.33568644864300246,1
1048,STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,none,off,0.3704850448739247,0.03483009237896622,6,0.33565495249495847,2
907,STRICT,config_kfold,SVC,robust,smoteenn,on,0.4460655948211858,0.1107639548145306,6300,0.3353016400066552,4
191,IMPUTED,config_loo,GaussianNB,none,smote,off,0.3390367378609391,0.0039770068732441315,12,0.3350597309876949,2
1017,STRICT,config_loo,LogisticRegression,robust,smoteenn,on,0.4477930133835249,0.11283197390954466,336,0.33496103947398026,3
748,STRICT,config_kfold,GaussianNB,robust,smote,off,0.366188667433024,0.03126778780700935,432,0.33492087962601463,3
187,IMPUTED,config_loo,GaussianNB,maxabs,smoteenn,off,0.3498302840184186,0.014950213891474808,9,0.33488007012694376,3
211,IMPUTED,config_loo,KNeighborsClassifier,maxabs,none,on,0.37941059197213484,0.04483139825604483,223,0.33457919371609,3
1051,STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,smote,on,0.3778314893079936,0.04325900353073262,168,0.33457248577726095,4
763,STRICT,config_kfold,KNeighborsClassifier,maxabs,none,on,0.3864294996520447,0.052126458731412854,4480,0.33430304092063184,3
4,IMPUTED,config_kfold,GaussianNB,maxabs,smoteenn,off,0.37667993438082015,0.042548258133829425,336,0.3341316762469907,3
888,STRICT,config_kfold,RandomForestClassifier,standard,smoteenn,off,0.3850794497917617,0.05095488340740054,10368,0.3341245663843611,3
950,STRICT,config_loo,KNeighborsClassifier,maxabs,undersample,off,0.3796701020536692,0.0455902519049725,64,0.3340798501486967,3
476,IMPUTED,config_random80,LogisticRegression,standard,undersample,off,0.4771662315848042,0.14312546851302108,240,0.3340407630717831,2
756,STRICT,config_kfold,GaussianNB,standard,smote,off,0.36476733552283813,0.031061001004332123,432,0.333706334518506,3
1036,STRICT,config_loo,QuadraticDiscriminantAnalysis,none,none,off,0.3617818471799826,0.02878525899752568,6,0.3329965881824569,1
736,STRICT,config_kfold,GaussianNB,maxabs,smote,off,0.3661672191364261,0.033264417217071865,432,0.33290280191935423,3
1002,STRICT,config_loo,LogisticRegression,maxabs,smote,off,0.43407570580708166,0.10146547299759189,48,0.33261023280948976,2
821,STRICT,config_kfold,LogisticRegression,maxabs,smote,on,0.45419333883449786,0.12185265662699363,6720,0.33234068220750423,3
460,IMPUTED,config_random80,LogisticRegression,none,smoteenn,off,0.4590495781144898,0.1268157835359404,480,0.3322337945785494,1
625,IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,undersample,on,0.4937909448408612,0.1618800324131673,280,0.3319109124276939,3
807,STRICT,config_kfold,LinearDiscriminantAnalysis,robust,smoteenn,on,0.4327869548078484,0.10091874274204982,1120,0.3318682120657986,3
762,STRICT,config_kfold,KNeighborsClassifier,maxabs,none,off,0.37931284581700087,0.0474664735153094,640,0.33184637230169145,2
909,STRICT,config_kfold,SVC,robust,undersample,on,0.45246615871184703,0.12071612009020874,3150,0.3317500386216383,4
789,STRICT,config_kfold,KNeighborsClassifier,standard,undersample,on,0.39721531525702913,0.06550207516366026,8960,0.3317132400933689,4
531,IMPUTED,config_random80,SVC,none,smote,off,0.4742220385366023,0.14285010022590797,480,0.33137193831069434,2
37,IMPUTED,config_kfold,KNeighborsClassifier,none,smote,off,0.3761583416908844,0.04506909269170166,2556,0.33108924899918274,2
931,STRICT,config_loo,GaussianNB,robust,smote,off,0.3737808556750573,0.0430487197326504,8,0.3307321359424069,3
788,STRICT,config_kfold,KNeighborsClassifier,standard,undersample,off,0.3947987329016345,0.06408119031692483,1280,0.33071754258470965,3
146,IMPUTED,config_kfold,RandomForestClassifier,none,smoteenn,off,0.3751768978017342,0.04454725312896155,8064,0.3306296446727726,2
1058,STRICT,config_loo,RandomForestClassifier,maxabs,smoteenn,off,0.3646841334710146,0.03414275033192304,259,0.33054138313909154,3
939,STRICT,config_loo,GaussianNB,standard,smote,off,0.37173089474753324,0.041411453290088676,13,0.3303194414574446,3
235,IMPUTED,config_loo,KNeighborsClassifier,standard,smoteenn,on,0.3808536763700749,0.05065548724926085,896,0.33019818912081406,4
545,IMPUTED,config_random80,SVC,standard,smote,on,0.4846699838043335,0.1546920294513254,3360,0.32997795435300814,4
142,IMPUTED,config_kfold,RandomForestClassifier,maxabs,smoteenn,off,0.3762981346402787,0.04644924777722329,8064,0.3298488868630554,3
25,IMPUTED,config_kfold,GaussianNB,standard,smoteenn,on,0.3786192290539324,0.04888226386373013,2352,0.3297369651902023,4
1053,STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.3760279852943696,0.04679580465504615,168,0.32923218063932347,4
743,STRICT,config_kfold,GaussianNB,none,smote,off,0.3709775366651563,0.04196457104242062,432,0.3290129656227357,2
1028,STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,none,off,0.3288102833790712,0.0,2,0.3288102833790712,2
9,IMPUTED,config_kfold,GaussianNB,none,smote,off,0.36759450062026355,0.03898291206922608,336,0.32861158855103745,2
787,STRICT,config_kfold,KNeighborsClassifier,standard,smoteenn,on,0.38213365274446204,0.05388815227053279,17920,0.32824550047392925,4
1423,STRICT,config_strat80,RandomForestClassifier,maxabs,none,off,0.43145238573159483,0.10344788155222584,1440,0.328004504179369,2
1086,STRICT,config_loo,SVC,robust,smote,on,0.4453952276216968,0.11802590130473628,221,0.32736932631696053,4
215,IMPUTED,config_loo,KNeighborsClassifier,maxabs,smoteenn,on,0.37494916670258155,0.04767267382122792,895,0.32727649288135363,4
97,IMPUTED,config_kfold,LogisticRegression,robust,none,on,0.42699497262697933,0.09975040047230407,1680,0.3272445721546753,2
1427,STRICT,config_strat80,RandomForestClassifier,none,none,off,0.43219827051484777,0.10505502402563838,1440,0.3271432464892094,1
210,IMPUTED,config_loo,KNeighborsClassifier,maxabs,none,off,0.35473300786202777,0.02771076459729422,32,0.32702224326473356,2
196,IMPUTED,config_loo,GaussianNB,robust,smote,off,0.3466036132762557,0.019583307114599595,9,0.3270203061616561,3
1435,STRICT,config_strat80,RandomForestClassifier,standard,none,off,0.432503828930668,0.10552205312286646,1440,0.3269817758078016,2
424,IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,smote,off,0.47532638050819953,0.14839631861768096,80,0.32693006189051854,2
285,IMPUTED,config_loo,LogisticRegression,robust,undersample,on,0.4230595450314381,0.09619593385889533,168,0.3268636111725428,3
960,STRICT,config_loo,KNeighborsClassifier,robust,smoteenn,off,0.3689360338645245,0.04222257204309003,128,0.32671346182143446,3
1431,STRICT,config_strat80,RandomForestClassifier,robust,none,off,0.4313074894183252,0.10470427348014745,1440,0.32660321593817776,2
716,IMPUTED,config_strat80,SVC,none,smoteenn,off,0.5007479171488539,0.17430587510837606,480,0.3264420420404779,2
778,STRICT,config_kfold,KNeighborsClassifier,robust,smoteenn,off,0.3898052191144852,0.0637145413245159,2560,0.32609067778996925,3
1209,STRICT,config_random80,LogisticRegression,standard,undersample,off,0.4756612431848802,0.14979249857294727,240,0.32586874461193294,2
1210,STRICT,config_random80,LogisticRegression,standard,undersample,on,0.47446095898959534,0.14870576136963287,1680,0.32575519761996247,3
304,IMPUTED,config_loo,QuadraticDiscriminantAnalysis,none,smoteenn,off,0.36657583840743974,0.04083460500221998,24,0.32574123340521977,2
1344,STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,smoteenn,on,0.44642954958830067,0.12087316434765495,560,0.32555638524064573,3
36,IMPUTED,config_kfold,KNeighborsClassifier,none,none,off,0.37492627224373504,0.049408063319844334,639,0.3255182089238907,1
55,IMPUTED,config_kfold,KNeighborsClassifier,standard,undersample,on,0.38721023088633993,0.06185551123019314,8946,0.3253547196561468,4
221,IMPUTED,config_loo,KNeighborsClassifier,none,undersample,off,0.36961988277598135,0.04427357782112069,64,0.32534630495486067,2
318,IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.35932040515263153,0.03432714624096774,24,0.3249932589116638,3
1387,STRICT,config_strat80,LogisticRegression,standard,none,off,0.45512685492321364,0.13016686016492654,120,0.3249599947582871,1
359,IMPUTED,config_loo,SVC,standard,none,on,0.3877103940896839,0.062811502036003,54,0.3248988920536809,3
28,IMPUTED,config_kfold,KNeighborsClassifier,maxabs,none,off,0.36544999611955625,0.04055712284892404,639,0.3248928732706322,2
738,STRICT,config_kfold,GaussianNB,maxabs,smoteenn,off,0.3772126378828658,0.052341714838287555,432,0.32487092304457826,3
1199,STRICT,config_random80,LogisticRegression,robust,smoteenn,off,0.4475446137013977,0.12288509936419924,480,0.3246595143371985,2
1201,STRICT,config_random80,LogisticRegression,robust,undersample,off,0.47197024039553265,0.14765809773168428,240,0.32431214266384834,2
949,STRICT,config_loo,KNeighborsClassifier,maxabs,smoteenn,on,0.3671166520558379,0.042914498663737005,894,0.3242021533921009,4
730,IMPUTED,config_strat80,SVC,standard,smoteenn,off,0.49211076305053475,0.1680583259317078,480,0.3240524371188269,3
945,STRICT,config_loo,KNeighborsClassifier,maxabs,none,on,0.368674033874485,0.04503039837196187,224,0.3236436355025231,3
722,IMPUTED,config_strat80,SVC,robust,smoteenn,off,0.48721911049680117,0.16374804521789074,480,0.32347106527891045,3
1343,STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,smoteenn,off,0.44861301573693374,0.12564678178334696,80,0.3229662339535868,2
767,STRICT,config_kfold,KNeighborsClassifier,maxabs,smoteenn,on,0.372095413763584,0.04952629423144086,17920,0.3225691195321432,4
1346,STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,undersample,on,0.45864447260027047,0.13630716703820328,280,0.3223373055620672,3
631,IMPUTED,config_strat80,LinearDiscriminantAnalysis,standard,smoteenn,on,0.49072600884338635,0.1684191288914807,560,0.32230687995190566,3
33,IMPUTED,config_kfold,KNeighborsClassifier,maxabs,smoteenn,on,0.3679336949085007,0.04590225918613409,17881,0.3220314357223666,4
549,IMPUTED,config_random80,SVC,standard,undersample,on,0.4812940319235101,0.15927455830533857,1680,0.3220194736181715,4
1342,STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,smote,on,0.4777333550757446,0.15573186036732736,560,0.3220014947084172,3
53,IMPUTED,config_kfold,KNeighborsClassifier,standard,smoteenn,on,0.37491897556023673,0.05293976333559341,17892,0.3219792122246433,4
176,IMPUTED,config_kfold,SVC,standard,none,off,0.37125488124995165,0.04952377285915891,203,0.3217311083907927,2
279,IMPUTED,config_loo,LogisticRegression,robust,none,on,0.413135498796277,0.09152117915915853,84,0.32161431963711845,2
577,IMPUTED,config_strat80,GaussianNB,standard,undersample,on,0.47656625069972663,0.15499312551360228,840,0.32157312518612435,4
1083,STRICT,config_loo,SVC,none,undersample,off,0.36729458875246074,0.045900413911591886,24,0.32139417484086885,2
1203,STRICT,config_random80,LogisticRegression,standard,none,off,0.478230308805906,0.15689104526246997,120,0.321339263543436,1
332,IMPUTED,config_loo,RandomForestClassifier,robust,smoteenn,off,0.3556016348596013,0.0342746596465661,231,0.32132697521303516,3
831,STRICT,config_kfold,LogisticRegression,robust,none,on,0.43361045905240975,0.11254868302929012,1680,0.32106177602311964,2
29,IMPUTED,config_kfold,KNeighborsClassifier,maxabs,none,on,0.37756622821733976,0.056602775623383256,4471,0.32096345259395653,3
786,STRICT,config_kfold,KNeighborsClassifier,standard,smoteenn,off,0.37778557037944366,0.05694790368250423,2560,0.3208376666969394,3
970,STRICT,config_loo,KNeighborsClassifier,standard,undersample,off,0.3636624236695231,0.04283789338250439,64,0.32082453028701874,3
466,IMPUTED,config_random80,LogisticRegression,robust,smoteenn,off,0.46513621978484776,0.14434355474297172,480,0.32079266504187604,2
272,IMPUTED,config_loo,LogisticRegression,maxabs,undersample,off,0.3838310610109741,0.06312228612362578,22,0.3207087748873483,2
438,IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,smoteenn,off,0.44203337833892603,0.12135946527272809,80,0.32067391306619797,2
447,IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,smoteenn,on,0.4556020139740875,0.1352800638422044,560,0.32032195013188314,3
766,STRICT,config_kfold,KNeighborsClassifier,maxabs,smoteenn,off,0.36168914339047153,0.04161865911683232,2560,0.3200704842736392,3
614,IMPUTED,config_strat80,LinearDiscriminantAnalysis,none,none,off,0.48188161713903616,0.16203236430180543,20,0.31984925283723076,0
606,IMPUTED,config_strat80,LinearDiscriminantAnalysis,maxabs,none,off,0.48188161713903616,0.16203236430180543,20,0.31984925283723076,1
618,IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,none,off,0.48188161713903616,0.16203236430180543,20,0.31984925283723076,1
626,IMPUTED,config_strat80,LinearDiscriminantAnalysis,standard,none,off,0.48188161713903616,0.16203236430180543,20,0.31984925283723076,1
717,IMPUTED,config_strat80,SVC,none,undersample,off,0.497441323138862,0.17787236502196221,240,0.3195689581168998,2
918,STRICT,config_loo,GaussianNB,maxabs,none,on,0.33059616564816147,0.011374400775058892,16,0.31922176487310255,3
203,IMPUTED,config_loo,GaussianNB,standard,none,on,0.3308042526709751,0.011764125945527094,15,0.31904012672544796,3
780,STRICT,config_kfold,KNeighborsClassifier,robust,undersample,off,0.3872201491408619,0.0684111430981125,1280,0.3188090060427494,3
764,STRICT,config_kfold,KNeighborsClassifier,maxabs,smote,off,0.36678449288038667,0.0480823047873695,2560,0.31870218809301715,3
1206,STRICT,config_random80,LogisticRegression,standard,smote,on,0.4815795130313094,0.16297738251329313,3360,0.3186021305180163,3
214,IMPUTED,config_loo,KNeighborsClassifier,maxabs,smoteenn,off,0.356317519270431,0.03793490544053239,128,0.3183826138298986,3
864,STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,undersample,off,0.38140709841524584,0.06325310821057327,240,0.31815399020467255,3
1389,STRICT,config_strat80,LogisticRegression,standard,smote,off,0.46786795140692805,0.14990815941637234,480,0.3179597919905557,2
436,IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,smote,off,0.4723648893345514,0.15442227678532677,80,0.3179426125492246,2
552,IMPUTED,config_strat80,GaussianNB,maxabs,smote,off,0.454276659961877,0.1363509285170858,240,0.3179257314447912,3
54,IMPUTED,config_kfold,KNeighborsClassifier,standard,undersample,off,0.3783467741406662,0.06049800015363203,1278,0.31784877398703415,3
1362,STRICT,config_strat80,LinearDiscriminantAnalysis,standard,smote,on,0.4800257500658139,0.16238064790180495,560,0.31764510216400893,3
1361,STRICT,config_strat80,LinearDiscriminantAnalysis,standard,smote,off,0.4304074172749492,0.1129868983524534,80,0.3174205189224958,2
