n_test,positive_rate_test,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp,specificity,sensitivity,roc_auc_ci_low,roc_auc_ci_high
32,0.28125,0.6875,0.45454545454545453,0.5555555555555556,0.5,0.6473429951690821,0.2789579047098707,0.782608695652174,0.7071595071595072,0.15824695877019979,17,6,4,5,0.7391304347826086,0.5555555555555556,0.5471656314699793,0.9615384615384616
