config_name,model_class,scaler,resampling,pca,seed,accuracy__IMPUTED,accuracy__STRICT,balanced_accuracy__IMPUTED,balanced_accuracy__STRICT,f1__IMPUTED,f1__STRICT,mcc__IMPUTED,mcc__STRICT,precision__IMPUTED,precision__STRICT,recall__IMPUTED,recall__STRICT,delta_mcc,delta_balanced_accuracy
config_kfold,GaussianNB,maxabs,smote,on,1092773876.0,0.7428571428571429,0.7331911212760966,0.72509365785181,0.7147783317872604,0.5803782842130895,0.5833801299085081,0.4237398835598734,0.41400540653131807,0.5313068974676117,0.5418113606165077,0.6805456349206349,0.6725297619047619,-0.009734477028555344,-0.010315326064549657
config_kfold,GaussianNB,maxabs,smote,on,1122456590.0,0.7243303571428571,0.7031527093596059,0.7028382034632035,0.6769403215831787,0.5599651142508285,0.5356755678278523,0.38687028463224155,0.3350953475136259,0.5194812925170067,0.48361684629071844,0.6523214285714286,0.6166666666666666,-0.05177493711861564,-0.02589788188002473
config_kfold,GaussianNB,maxabs,smote,on,1130931295.0,0.7080357142857143,0.7433043044804128,0.6742883022774327,0.7179977066584209,0.510391394092642,0.5781897044885815,0.3252128157332134,0.4153978724724358,0.45919111234237286,0.5330224103044481,0.6017857142857143,0.6650198412698413,0.09018505673922239,0.04370940438098814
config_kfold,GaussianNB,maxabs,smote,on,1648070629.0,0.7118303571428571,0.7231210415200563,0.6833252164502165,0.7053320835910122,0.5383663401257939,0.5757814036431063,0.36006928259787213,0.3929518341538894,0.5188615749330034,0.5234299349110273,0.6266071428571428,0.6666567460317461,0.03288255155601727,0.022006867140795694
config_kfold,GaussianNB,maxabs,smote,on,2013803541.0,0.7340401785714286,0.7250313746188131,0.7135419411506367,0.6999230828695114,0.5693504584862968,0.566641441210805,0.4060905595414759,0.3822815646956975,0.5291450694496913,0.5210091248037676,0.6637698412698413,0.6433333333333333,-0.023808994845778364,-0.013618858281125301
config_kfold,GaussianNB,maxabs,smoteenn,off,198888238.0,0.7140624999999999,0.7214018883415435,0.701780303030303,0.6871924603174603,0.5520034132534133,0.5406113114648919,0.3775814553870283,0.36749820988613435,0.5004563492063492,0.5225388847263848,0.66625,0.6106944444444444,-0.010083245500893956,-0.014587842712842747
config_kfold,GaussianNB,maxabs,smoteenn,off,330267354.0,0.70703125,0.7355172413793104,0.6912641359244619,0.7163555194805196,0.546124433219971,0.5908183237583224,0.3631496173993635,0.4190773419652791,0.4979511828041239,0.5529881229881229,0.6554861111111111,0.6687499999999998,0.055927724565915604,0.025091383556057667
config_kfold,GaussianNB,maxabs,smoteenn,off,478163327.0,0.7281249999999999,0.708146551724138,0.7083031400966183,0.6897537878787879,0.5699282318988201,0.5498562656327833,0.39350476774019577,0.36941375238935237,0.5137791375291375,0.523996663059163,0.6638888888888889,0.64,-0.024091015350843403,-0.018549352217830384
config_kfold,GaussianNB,maxabs,smoteenn,off,505971449.0,0.71328125,0.697809934318555,0.692505901405358,0.667253336940837,0.546199582207625,0.5219283349668832,0.36017603232046214,0.3245450091758062,0.48806329087579087,0.48443037591063903,0.6434027777777778,0.6038194444444444,-0.03563102314465594,-0.025252564464520955
config_kfold,GaussianNB,maxabs,smoteenn,off,624025999.0,0.7062499999999999,0.72501026272578,0.6818181818181818,0.6900644841269842,0.5304812875033463,0.5434398745856378,0.3483167228643384,0.3753455484994099,0.47727633477633474,0.5374919402492931,0.6375000000000001,0.6059027777777778,0.027028825635071474,0.008246302308802411
config_kfold,GaussianNB,maxabs,smoteenn,off,1092773876.0,0.71640625,0.7179802955665026,0.7008948177426438,0.7012991522366522,0.5477188652701003,0.565344037880079,0.3764414440364489,0.39181322533264584,0.4939134843914255,0.5312170139801718,0.6621527777777777,0.6611805555555555,0.015371781296196929,0.00040433449400834043
config_kfold,GaussianNB,maxabs,smoteenn,off,1122456590.0,0.7156250000000001,0.7092528735632184,0.7037689393939394,0.6802714646464647,0.5634038184038184,0.5371788105741194,0.3839964321324658,0.34230534077101865,0.5052579365079365,0.4882201377054318,0.6725,0.6173611111111111,-0.04169109136144716,-0.023497474747474656
config_kfold,GaussianNB,maxabs,smoteenn,off,1130931295.0,0.7390625000000001,0.723758210180624,0.7113828502415459,0.6893948412698413,0.5639911969695252,0.5379918393402712,0.4031197071590767,0.36213399224271864,0.5232577185886009,0.5051354548229549,0.6493055555555555,0.6106944444444444,-0.04098571491635805,-0.02198800897170461
config_kfold,GaussianNB,maxabs,smoteenn,off,1648070629.0,0.709375,0.7435857963875206,0.6917992424242424,0.7224585137085137,0.5391978201537025,0.6014935824552697,0.3668722000003563,0.44029937494076593,0.5066468253968254,0.5777559861663965,0.6549999999999999,0.6730555555555555,0.07342717494040962,0.03065927128427126
config_kfold,GaussianNB,maxabs,smoteenn,off,2013803541.0,0.7265625,0.7148111658456485,0.7125441919191919,0.6996049783549784,0.5675782312653022,0.5698545333665302,0.4002968042677357,0.3831732871108098,0.5159617465867465,0.5210304279054279,0.6752777777777778,0.6670833333333333,-0.017123517156925894,-0.01293921356421357
config_kfold,GaussianNB,maxabs,smoteenn,on,198888238.0,0.7274553571428571,0.7253864649308,0.7057386363636363,0.6922357503607504,0.5573789999682857,0.5495594403417221,0.3914551580885684,0.3782847037968424,0.5213021799628942,0.534164109699824,0.65125,0.6164087301587302,-0.013170454291725975,-0.013502886002885961
config_kfold,GaussianNB,maxabs,smoteenn,on,330267354.0,0.7126116071428571,0.7334729064039409,0.6910023566409437,0.6946190218511648,0.5437371464044057,0.5549514890821883,0.3650062359535228,0.38537460779786,0.4998733910506909,0.5487946851234666,0.6415079365079365,0.6006944444444444,0.020368371844337207,0.0036166652102210817
config_kfold,GaussianNB,maxabs,smoteenn,on,478163327.0,0.7270089285714286,0.7213919188365001,0.69557022084196,0.6902755230880231,0.5469390799385511,0.5409915764041824,0.37061216432442134,0.37523979410286695,0.5000105794065878,0.5310119747199579,0.6281746031746032,0.6153670634920635,0.004627629778445608,-0.005294697753936872
config_kfold,GaussianNB,maxabs,smoteenn,on,505971449.0,0.7184151785714286,0.7269249941355853,0.685145652958153,0.6904066171923314,0.5332925428713604,0.5454971450268813,0.3552002760848778,0.3742782997873914,0.5007060734826381,0.5268627244327986,0.6077777777777778,0.6111904761904762,0.019078023702513602,0.0052609642341784335
config_kfold,GaussianNB,maxabs,smoteenn,on,624025999.0,0.7229910714285714,0.7181703026038001,0.6828977272727274,0.6803282184085755,0.5282176909225229,0.5308256919035023,0.35254851380222113,0.35610901792070937,0.49463373927659643,0.5216011903012954,0.6041071428571428,0.5912400793650794,0.003560504118488239,-0.0025695088641518593
config_kfold,GaussianNB,maxabs,smoteenn,on,1092773876.0,0.7246651785714286,0.7169255805770585,0.7005892386598909,0.6885390254586683,0.5488008313215379,0.5378774898594068,0.3847950962316009,0.3686550248225009,0.5145150633710729,0.5187943009371581,0.6433333333333333,0.6210615079365079,-0.01614007140910001,-0.01205021320122257
config_kfold,GaussianNB,maxabs,smoteenn,on,1122456590.0,0.7066964285714286,0.7205254515599343,0.6732467532467533,0.6679473304473305,0.5182255740291455,0.513477072430289,0.33395203590945943,0.34284002272329267,0.484973716759431,0.5317671117950309,0.6025,0.548015873015873,0.008887986813833237,-0.005299422799422859
config_kfold,GaussianNB,maxabs,smoteenn,on,1130931295.0,0.7305803571428571,0.7531046211588084,0.6914919772256729,0.7214918315811173,0.5339228401573122,0.5755534992260974,0.3664910105358821,0.43097852411988297,0.5057261395234084,0.5550289706883857,0.6047619047619047,0.6537698412698413,0.06448751358400084,0.02999985435544439
config_kfold,GaussianNB,maxabs,smoteenn,on,1648070629.0,0.7147321428571429,0.7307356908280553,0.6824945887445887,0.7014362373737374,0.5316204376180603,0.5683346945752816,0.36437992415782483,0.39999881316983743,0.5274194357230071,0.5534844980502323,0.6214285714285714,0.6344146825396825,0.0356188890120126,0.01894164862914871
config_kfold,GaussianNB,maxabs,smoteenn,on,2013803541.0,0.7331473214285714,0.7214244663382594,0.7079596626199888,0.6837162440733869,0.5627669543042982,0.539009741595578,0.404379057173028,0.3612406708740028,0.5433852824346521,0.5214383571027478,0.6474404761904762,0.5999007936507936,-0.04313838629902522,-0.024243418546601836
config_kfold,GaussianNB,maxabs,undersample,off,198888238.0,0.725,0.7215517241379311,0.7163257575757576,0.7021275252525253,0.5831060606060606,0.5689916344031972,0.39965478741711297,0.38997211091989387,0.5105357142857142,0.5235518648018648,0.6925,0.6598611111111111,-0.0096826764972191,-0.014198232323232252
config_kfold,GaussianNB,maxabs,undersample,off,330267354.0,0.7203125,0.7254022988505747,0.7227426438296004,0.7352002164502164,0.5815358906285679,0.6074122740005093,0.42074093389386663,0.434200451193933,0.522637987012987,0.5179504319210201,0.7294444444444445,0.7541666666666668,0.013459517300066393,0.012457572620615975
config_kfold,GaussianNB,maxabs,undersample,off,478163327.0,0.7218749999999999,0.7172783251231527,0.7220410628019324,0.7185353535353536,0.5862253343192904,0.5945497192865613,0.41413503662551543,0.4151467502498281,0.5055827067669173,0.5318735431235432,0.7236111111111111,0.716388888888889,0.0010117136243126823,-0.0035057092665787826
config_kfold,GaussianNB,maxabs,undersample,off,505971449.0,0.7390625000000001,0.7192323481116585,0.7469546003513394,0.7233630952380953,0.6169673512350857,0.6031953422394599,0.453804727994263,0.4284764932214422,0.5283441558441558,0.5306092157756245,0.7611111111111111,0.7404166666666666,-0.025328234772820812,-0.02359150511324415
config_kfold,GaussianNB,maxabs,undersample,off,624025999.0,0.74375,0.7341174055829228,0.7307575757575758,0.7405636724386725,0.597105117105117,0.6192921780736426,0.43401482156376053,0.4470644079455617,0.5249206349206349,0.5332954545454545,0.71,0.7548611111111111,0.013049586381801148,0.009806096681096665
config_kfold,GaussianNB,maxabs,undersample,off,1092773876.0,0.7203125,0.728103448275862,0.7207825537988581,0.734586038961039,0.5754101478231913,0.6115167241225593,0.40793816558801166,0.43644725852918986,0.5009966422466422,0.5266336441336441,0.7180555555555556,0.7495833333333333,0.028509092941178205,0.013803485162180884
config_kfold,GaussianNB,maxabs,undersample,off,1122456590.0,0.7156250000000001,0.733448275862069,0.7009848484848485,0.7402056277056276,0.5645473970473971,0.6167154414213237,0.3847308177372075,0.44676916281808987,0.5107738095238096,0.5286888601594484,0.6675,0.7583333333333333,0.06203834508088235,0.039220779220779045
config_kfold,GaussianNB,maxabs,undersample,off,1130931295.0,0.728125,0.7415599343185549,0.7128321256038648,0.7378589466089466,0.5763547506271964,0.6129596388864124,0.3993595214410004,0.44464682101680836,0.5090285204991087,0.540787962037962,0.6805555555555557,0.7280555555555556,0.04528729957580796,0.0250268210050818
config_kfold,GaussianNB,maxabs,undersample,off,1648070629.0,0.7374999999999999,0.7304679802955665,0.740719696969697,0.742609126984127,0.6075992063492063,0.6241041760807207,0.44716092037221045,0.4570172477159446,0.5251082251082251,0.5429252732561556,0.75,0.772361111111111,0.00985632734373415,0.0018894300144299825
config_kfold,GaussianNB,maxabs,undersample,off,2013803541.0,0.740625,0.743448275862069,0.7439201800614844,0.7435407647907648,0.6031190135824003,0.6171420253143903,0.45250049701904277,0.4546991447384474,0.523353152695258,0.5385603285603285,0.7506944444444444,0.7438888888888889,0.002198647719404645,-0.00037941527071960746
config_kfold,GaussianNB,maxabs,undersample,on,198888238.0,0.7223214285714286,0.6985720150129018,0.7135984848484849,0.6785301999587714,0.5696853543282115,0.5405451743834625,0.39290201138576286,0.34030746119117744,0.4964965986394558,0.48859240957455236,0.6896428571428571,0.6323015873015873,-0.05259455019458542,-0.035068284889713475
config_kfold,GaussianNB,maxabs,undersample,on,330267354.0,0.6953125,0.7152216748768473,0.6993276319091537,0.7142457740672027,0.5562244161617323,0.5916847527213276,0.3715442290073117,0.409793783751887,0.4799977647788351,0.5315871614257285,0.7062698412698413,0.7073412698412699,0.03824955474457531,0.014918142158048986
config_kfold,GaussianNB,maxabs,undersample,on,478163327.0,0.7258928571428571,0.7204069903823599,0.7200914423740511,0.7263641517212945,0.5846488538500538,0.598316015731422,0.4073762587176522,0.42866819448119337,0.5023401341888737,0.5268609005373711,0.7103174603174602,0.7375396825396825,0.02129193576354116,0.006272709347243444
config_kfold,GaussianNB,maxabs,undersample,on,505971449.0,0.7205357142857143,0.7185995777621393,0.7278833756822888,0.7186127860235003,0.5947279983283579,0.5914147027731773,0.4203099088450278,0.4180818545434434,0.5071333014557804,0.5230002737507713,0.7426785714285714,0.7247023809523809,-0.0022280543015844034,-0.009270589658788464
config_kfold,GaussianNB,maxabs,undersample,on,624025999.0,0.7397321428571428,0.7128776683087028,0.7170941558441558,0.7122499226963512,0.5789276199990486,0.5847679273754596,0.4145798749276145,0.3995456720643831,0.5273639455782313,0.5107380720353409,0.6725,0.710654761904762,-0.015034202863231427,-0.0048442331478045775
config_kfold,GaussianNB,maxabs,undersample,on,1092773876.0,0.7169642857142857,0.7347020877316444,0.7131873862852124,0.7362600494743352,0.5649608773565132,0.6092977407180674,0.39710417572225054,0.4417746679552588,0.49834163321198927,0.5322343307952552,0.7007936507936507,0.7398809523809524,0.044670492233008285,0.023072663189122822
config_kfold,GaussianNB,maxabs,undersample,on,1122456590.0,0.715625,0.7032348111658456,0.7020725108225109,0.6978535353535353,0.5661252239823669,0.5639062765494414,0.3879511075512506,0.3695663701053392,0.5214986600700886,0.4893394707901563,0.6682142857142858,0.6853174603174603,-0.018384737445911403,-0.004218975468975539
config_kfold,GaussianNB,maxabs,undersample,on,1130931295.0,0.6861607142857143,0.7240464461646727,0.6714070048309179,0.7222182282003711,0.5115531764822767,0.5895090154430818,0.31216423522739006,0.41646687620824696,0.43513429381076435,0.5140501888401048,0.6384920634920634,0.7213690476190476,0.1043026409808569,0.05081122336945321
config_kfold,GaussianNB,maxabs,undersample,on,1648070629.0,0.6955357142857143,0.7038007271874267,0.6885227272727272,0.7109313801278087,0.5521830150291008,0.5849201484247203,0.36372677329353287,0.39488348083562624,0.4951048951048951,0.5021587842596246,0.6814285714285715,0.728829365079365,0.031156707542093376,0.022408652855081423
config_kfold,GaussianNB,maxabs,undersample,on,2013803541.0,0.7404017857142857,0.7321493079990616,0.7487579992471297,0.736384508348794,0.6144767250576386,0.6067823598883153,0.465474353913244,0.44153942474958846,0.536227982543772,0.5285564534671676,0.7675,0.7445238095238095,-0.023934929163655527,-0.012373490898335726
