config_name,count_top,fraction_top,count_global,fraction_global,enrichment_top_vs_global
config_strat80,86,0.2925170068027211,368,0.250852079072938,1.1660936113575864
config_kfold,78,0.2653061224489796,368,0.250852079072938,1.0576197870452528
config_random80,70,0.23809523809523808,368,0.250852079072938,0.9491459627329191
config_loo,60,0.20408163265306123,363,0.2474437627811861,0.8247596559284871
