dataset_variant,config_name,model_class,scaler,resampling,pca,mean,std,count,generalization_score,range,cv_ratio
STRICT,config_loo,KNeighborsClassifier,standard,smote,on,0.3509290318963907,0.06100046696420991,894,0.2899285649321808,0.3401479905087019,0.17382564968925074
STRICT,config_strat80,RandomForestClassifier,maxabs,smote,off,0.4082282061398024,0.11847931009056041,5760,0.289748896049242,0.6467604026913079,0.2902281329624387
STRICT,config_loo,RandomForestClassifier,standard,smoteenn,off,0.33809099326451125,0.048420198252989294,258,0.28967079501152193,0.2036689385714642,0.14321646899095866
STRICT,config_strat80,KNeighborsClassifier,none,smoteenn,off,0.3977616697089794,0.10812956118149741,1280,0.289632108527482,0.5979818847325262,0.2718451007624991
STRICT,config_strat80,SVC,standard,smote,on,0.46785162007054554,0.17822182556115687,3360,0.28962979450938864,0.950292965119667,0.380936642977283
IMPUTED,config_strat80,LogisticRegression,maxabs,smote,off,0.4678517542980637,0.1782620259426854,480,0.28958972835537833,0.8454106280193237,0.3810224591551204
STRICT,config_random80,GaussianNB,none,smoteenn,off,0.39218648478562385,0.10260324464622914,228,0.28958324013939474,0.4512210542701346,0.26161851217875065
STRICT,config_kfold,KNeighborsClassifier,robust,smote,off,0.34318867389651236,0.053751015273894,2560,0.2894376586226184,0.3711647351494801,0.1566223461386796
IMPUTED,config_loo,KNeighborsClassifier,standard,smote,off,0.3333945461669758,0.04410431556723551,128,0.2892902305997403,0.17318115210445023,0.1322886534117043
STRICT,config_random80,SVC,standard,smote,on,0.4632480753259554,0.17413890276613234,3192,0.28910917255982305,0.8502632152182128,0.375908529449589
IMPUTED,config_random80,GaussianNB,none,smoteenn,off,0.4077458710139144,0.11870513648413616,240,0.28904073452977824,0.5334918273838213,0.2911252937741835
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,standard,undersample,on,0.4238030748912998,0.13495974799378188,840,0.2888433268975179,0.629824404462556,0.31844919489646784
STRICT,config_random80,LinearDiscriminantAnalysis,none,smote,off,0.4546604629186488,0.1658546555998012,80,0.28880580731884764,0.7295454545454546,0.3647879442498987
IMPUTED,config_loo,KNeighborsClassifier,standard,none,off,0.3209493051399522,0.032496699340701415,32,0.28845260579925075,0.10463542439489232,0.10125181397894288
IMPUTED,config_kfold,GaussianNB,standard,none,on,0.35287569185502793,0.06484006025139037,588,0.28803563160363754,0.33827908446364585,0.1837475965276425
STRICT,config_kfold,QuadraticDiscriminantAnalysis,none,undersample,off,0.345561316126889,0.05752739377801944,240,0.2880339223488696,0.2805715243460658,0.1664752132061436
IMPUTED,config_kfold,SVC,maxabs,smoteenn,off,0.41360084903756394,0.12556753898457523,792,0.2880333100529887,0.6506346347548202,0.3035959410546833
STRICT,config_kfold,KNeighborsClassifier,standard,none,off,0.33694922368330316,0.04913919591921476,640,0.28781002776408837,0.295343842043425,0.145835611021916
IMPUTED,config_loo,KNeighborsClassifier,standard,smoteenn,off,0.33892401985871823,0.05121483125063342,128,0.2877091886080848,0.2146448050410963,0.15111006671047544
IMPUTED,config_kfold,GaussianNB,robust,smoteenn,on,0.341526991495531,0.05406663298117634,2352,0.2874603585143547,0.33734780903817285,0.15830852122235212
STRICT,config_strat80,KNeighborsClassifier,none,undersample,off,0.3887152438213711,0.10145462524018878,640,0.28726061858118235,0.5225433565754543,0.2609998626316052
STRICT,config_random80,RandomForestClassifier,none,undersample,off,0.41238265041320155,0.12582633088134054,2736,0.286556319531861,0.6115302617754577,0.3051203312148665
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,robust,undersample,on,0.362029837277716,0.07555126103463647,1680,0.2864785762430795,0.4138762949469865,0.208687940206101
STRICT,config_loo,LinearDiscriminantAnalysis,robust,none,on,0.41374814094401774,0.1274424088735451,14,0.2863057320704726,0.3675382956762039,0.3080192906311783
STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,none,on,0.37003113001957955,0.08393285311612643,42,0.28609827690345313,0.2989184394355193,0.22682646487522623
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.35031229124172863,0.06434164947997195,3360,0.2859706417617567,0.4205572220027733,0.18366940323990458
IMPUTED,config_kfold,KNeighborsClassifier,standard,none,off,0.3278962332569026,0.04206911357164917,639,0.28582711968525343,0.19696052143765969,0.12830008186976807
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,none,off,0.3349916222902242,0.04918637763289066,120,0.2858052446573336,0.2301540364200998,0.1468286797640492
STRICT,config_random80,RandomForestClassifier,robust,none,off,0.421952317210601,0.13626819519185304,1440,0.28568412201874793,0.6067798762169179,0.32294690568991496
STRICT,config_random80,RandomForestClassifier,maxabs,undersample,off,0.41033714550943345,0.12468923367317854,2736,0.28564791183625493,0.6115302617754577,0.3038702077979728
STRICT,config_random80,RandomForestClassifier,none,none,off,0.4225962438079118,0.13696967482401706,1440,0.2856265689838947,0.6067798762169179,0.324114747423727
STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,smote,off,0.41424268620773885,0.12867654910526802,80,0.2855661371024708,0.5651675434612532,0.3106308291964337
STRICT,config_strat80,LogisticRegression,standard,smoteenn,on,0.4387116218257965,0.15342654529194377,3360,0.2852850765338527,0.8704304334458315,0.34972072235840235
STRICT,config_strat80,RandomForestClassifier,none,smote,off,0.3943216352446245,0.10905740182732995,5760,0.28526423341729457,0.7833095845087346,0.2765696631372363
STRICT,config_random80,SVC,robust,none,off,0.4183981950653806,0.1331773777782977,114,0.28522081728708293,0.5958453558875416,0.3183029452540703
IMPUTED,config_random80,LogisticRegression,robust,smote,on,0.4644561075985721,0.17927561613201182,3360,0.28518049146656027,1.019985202214039,0.3859904374149368
STRICT,config_random80,SVC,standard,none,off,0.4224308504185622,0.137735176558961,114,0.2846956738596012,0.5958453558875416,0.32605378234683197
STRICT,config_random80,RandomForestClassifier,robust,undersample,off,0.4118080990366722,0.12722510079945798,2736,0.2845829982372142,0.6115302617754577,0.3089426873756759
IMPUTED,config_loo,KNeighborsClassifier,maxabs,smote,off,0.3311909573282426,0.04670770460719594,128,0.2844832527210467,0.1729421073265779,0.1410295286561947
STRICT,config_strat80,LinearDiscriminantAnalysis,standard,smoteenn,off,0.4210347448383084,0.13681387669938846,80,0.2842208681389199,0.5578220127567178,0.32494676122734156
STRICT,config_random80,LinearDiscriminantAnalysis,standard,smoteenn,off,0.41957696498554214,0.13541611249339225,80,0.2841608524921499,0.5609980539859272,0.32274439207609606
STRICT,config_loo,QuadraticDiscriminantAnalysis,none,smoteenn,off,0.35948376680629496,0.07544829225890175,24,0.2840354745473932,0.2217934429142698,0.20987955291888458
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,undersample,on,0.37756835616845463,0.09366076399795627,1680,0.2839075921704984,0.5280686923542114,0.248063065846993
STRICT,config_random80,SVC,standard,smote,off,0.4502421301396921,0.16679347906485753,456,0.2834486510748346,0.8091921491389804,0.37045284725600464
STRICT,config_loo,KNeighborsClassifier,standard,none,on,0.33897845034260216,0.05581499925395954,224,0.2831634510886426,0.35135110867219665,0.16465648243287404
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,robust,none,off,0.33772078514431253,0.054561892251011046,120,0.2831588928933015,0.2770269979849486,0.1615591774361653
IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,smoteenn,on,0.4345564539640617,0.15214146312777085,560,0.28241499083629085,0.9156353246976678,0.3501074756568985
STRICT,config_random80,RandomForestClassifier,standard,none,off,0.41859769858144347,0.13627306260371796,1296,0.2823246359777255,0.6067798762169179,0.32554661209443875
IMPUTED,config_kfold,SVC,maxabs,smoteenn,on,0.4097301821935863,0.1274664182124192,5544,0.28226376398116715,0.6738490215992232,0.31109843441358875
STRICT,config_strat80,GaussianNB,maxabs,smoteenn,off,0.4265872220381947,0.14440962224710083,240,0.2821775997910939,0.5210715208221545,0.338523084580745
STRICT,config_random80,SVC,robust,smoteenn,off,0.42493501690883273,0.14281468547392853,456,0.2821203314349042,0.8000340699939774,0.3360859420643335
STRICT,config_strat80,LinearDiscriminantAnalysis,standard,none,on,0.42897164371309293,0.14748405899133699,140,0.28148758472175595,0.6461700341670172,0.3438084105390846
IMPUTED,config_random80,LogisticRegression,standard,none,on,0.45083194813574545,0.16936535906316633,840,0.28146658907257915,0.8563488385776753,0.37567293037575594
STRICT,config_kfold,KNeighborsClassifier,standard,none,on,0.34983168867228975,0.06852811224002232,4480,0.28130357643226744,0.5339261983487662,0.19588880727216537
IMPUTED,config_strat80,GaussianNB,none,none,off,0.46245306646704193,0.18127468858544532,60,0.2811783778815966,0.5742740288620433,0.39198505044049564
IMPUTED,config_strat80,GaussianNB,robust,none,off,0.46245306646704193,0.18127468858544532,60,0.2811783778815966,0.5742740288620433,0.39198505044049564
IMPUTED,config_strat80,GaussianNB,maxabs,none,off,0.46245306646704193,0.18127468858544532,60,0.2811783778815966,0.5742740288620433,0.39198505044049564
IMPUTED,config_strat80,GaussianNB,standard,none,off,0.46245306646704193,0.18127468858544532,60,0.2811783778815966,0.5742740288620433,0.39198505044049564
IMPUTED,config_loo,GaussianNB,robust,smote,on,0.3409898003051165,0.05993967035974857,69,0.28105012994536793,0.2294326862970541,0.1757814172333447
IMPUTED,config_strat80,RandomForestClassifier,robust,smote,off,0.44041888604796253,0.15953312791417162,5760,0.2808857581337909,0.8141442143876247,0.3622304423539143
STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,undersample,on,0.45341754671681506,0.17253509039174503,280,0.28088245632507003,0.9211323729436768,0.38052142366581804
STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,none,on,0.4200944592947684,0.1392452839348992,140,0.2808491753598692,0.6913679579466058,0.331461843530754
IMPUTED,config_strat80,LinearDiscriminantAnalysis,standard,smoteenn,off,0.4453563733168667,0.1647019141707653,80,0.28065445914610143,0.7075975708018081,0.3698204944146639
IMPUTED,config_strat80,GaussianNB,robust,smoteenn,off,0.41442031209561925,0.13378406449239308,240,0.28063624760322614,0.6542892462426918,0.3228221701197046
STRICT,config_strat80,GaussianNB,standard,smote,on,0.43803518406111264,0.15763649408231944,1680,0.2803986899787932,0.8704304334458315,0.3598717633155394
STRICT,config_strat80,LogisticRegression,none,none,off,0.3997447833830448,0.12005226272113023,120,0.2796925206619146,0.5327651383721423,0.30032227489031005
IMPUTED,config_loo,LogisticRegression,maxabs,smoteenn,off,0.38979416262039285,0.1101558743604861,48,0.2796382882599068,0.4180673122640202,0.2826001128902567
IMPUTED,config_random80,LogisticRegression,robust,undersample,on,0.459077456033232,0.17982112998602415,1680,0.27925632604720785,0.9911888110703237,0.39170106835524315
STRICT,config_random80,RandomForestClassifier,maxabs,none,off,0.413011726231182,0.13402240954360778,1296,0.2789893166875742,0.6067798762169179,0.3245002527327497
IMPUTED,config_strat80,SVC,standard,none,on,0.4462813052842538,0.16832727249911786,840,0.277954032785136,0.7679476477883045,0.3771775122686435
IMPUTED,config_strat80,RandomForestClassifier,standard,smote,off,0.43683624745379224,0.1589203850798943,5760,0.2779158623738979,0.737091176760029,0.36379853092823905
IMPUTED,config_loo,KNeighborsClassifier,robust,smoteenn,on,0.33866540715988064,0.06078349374106458,896,0.2778819134188161,0.29058276785486126,0.1794794875886727
STRICT,config_loo,KNeighborsClassifier,standard,smoteenn,off,0.3240271537009403,0.04636649364203489,128,0.27766066005890544,0.18721335745158213,0.14309446943705428
STRICT,config_strat80,KNeighborsClassifier,none,none,off,0.400511674665338,0.12288939537518753,320,0.2776222792901505,0.6831300510639732,0.30683099432213107
STRICT,config_random80,RandomForestClassifier,maxabs,smote,off,0.4157824703606807,0.13816103638485538,5472,0.27762143397582534,0.8295454545454546,0.3322916338079482
STRICT,config_random80,LogisticRegression,standard,none,on,0.4586522259730614,0.18109391988760312,840,0.2775583060854583,0.8528028654224417,0.3948392913680954
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,none,on,0.34050210952880305,0.06296667067507827,840,0.2775354388537248,0.3584533598607123,0.18492299728249387
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,robust,smote,on,0.32793180472311606,0.05096967540130455,168,0.2769621293218115,0.21455279587300088,0.15542766717714365
IMPUTED,config_strat80,SVC,none,none,off,0.4298981701292321,0.15316812868525229,120,0.27673004144397984,0.5742740288620433,0.35628932460728613
IMPUTED,config_loo,KNeighborsClassifier,robust,undersample,on,0.3402947554915148,0.0636708401046234,448,0.27662391538689135,0.29728536414229845,0.18710497025632541
IMPUTED,config_random80,GaussianNB,maxabs,undersample,off,0.41486648235967927,0.13825459423133998,120,0.27661188812833926,0.5146753198030789,0.33325081709415266
IMPUTED,config_random80,GaussianNB,robust,undersample,off,0.41486648235967927,0.13825459423133998,120,0.27661188812833926,0.5146753198030789,0.33325081709415266
IMPUTED,config_random80,GaussianNB,standard,undersample,off,0.41486648235967927,0.13825459423133998,120,0.27661188812833926,0.5146753198030789,0.33325081709415266
IMPUTED,config_random80,GaussianNB,none,undersample,off,0.41486648235967927,0.13825459423134,120,0.27661188812833926,0.5146753198030789,0.3332508170941527
STRICT,config_random80,LinearDiscriminantAnalysis,standard,smote,on,0.4633375256984895,0.18681385708211276,560,0.2765236686163768,0.8502632152182128,0.4031917268097108
IMPUTED,config_kfold,KNeighborsClassifier,robust,smote,off,0.3303891664271871,0.05404851458252459,2556,0.2763406518446625,0.3049041182653227,0.1635904565727826
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,none,on,0.35275546000877567,0.07696267937766915,42,0.2757927806311065,0.250821917863857,0.218175728238918
IMPUTED,config_random80,GaussianNB,standard,undersample,on,0.40817044057964075,0.1332399282045957,840,0.27493051237504507,0.5921394501086561,0.3264320856144859
STRICT,config_random80,RandomForestClassifier,standard,smote,off,0.4125763028292524,0.13778654786677044,5472,0.2747897549624819,0.9357565557666552,0.33396621890761957
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,robust,undersample,off,0.34776618114128705,0.07306508507747761,240,0.27470109606380944,0.32902026222290714,0.21009830466463167
IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,none,off,0.4498384544339616,0.17557225435225304,20,0.27426620008170854,0.6165784812543336,0.39030067932537743
IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,none,off,0.4498384544339616,0.17557225435225304,20,0.27426620008170854,0.6165784812543336,0.39030067932537743
IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,none,off,0.4498384544339616,0.17557225435225304,20,0.27426620008170854,0.6165784812543336,0.39030067932537743
IMPUTED,config_random80,LinearDiscriminantAnalysis,none,none,off,0.4498384544339616,0.17557225435225304,20,0.27426620008170854,0.6165784812543336,0.39030067932537743
IMPUTED,config_strat80,GaussianNB,standard,smoteenn,off,0.42571004885341546,0.15157983438209907,240,0.27413021447131636,0.7127912962720082,0.3560635573211298
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,undersample,off,0.34314982861097415,0.06912278022357103,240,0.2740270483874031,0.31104192581558865,0.20143614963577586
STRICT,config_kfold,GaussianNB,robust,smoteenn,on,0.35576421991702795,0.08193793909143848,3024,0.27382628082558946,0.46168405972669724,0.23031528890271263
STRICT,config_kfold,SVC,maxabs,smoteenn,off,0.41706179621300515,0.14347426045188497,900,0.27358753576112016,0.7624610673894964,0.34401199475630856
IMPUTED,config_loo,LinearDiscriminantAnalysis,maxabs,none,on,0.3547269723089518,0.08143762984357411,14,0.27328934246537767,0.1985977607337009,0.22957834109283765
IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,none,on,0.4392606821187257,0.16616899471510346,140,0.2730916874036222,0.7419408268023742,0.37829243881698116
IMPUTED,config_loo,KNeighborsClassifier,standard,none,on,0.3357974263242188,0.0628658611848104,224,0.27293156513940836,0.3668202162868583,0.18721364804062618
IMPUTED,config_loo,SVC,maxabs,none,off,0.3444483445268923,0.07174609593481268,5,0.27270224859207964,0.17451292471232072,0.20829275876868442
STRICT,config_random80,RandomForestClassifier,robust,smote,off,0.41036903065395114,0.13785859163670583,5472,0.2725104390172453,0.7758560184999473,0.3359380980017394
IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,smote,on,0.46372185966762486,0.19153530350054054,560,0.2721865561670843,0.9781851759527075,0.41303919474019296
STRICT,config_random80,SVC,robust,smote,off,0.4444652226767553,0.17238370950498602,456,0.2720815131717693,0.7605499288422912,0.3878452142258044
STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,smote,on,0.4593625545131968,0.18811601672759343,560,0.27124653778560337,0.9211323729436768,0.4095153487792378
IMPUTED,config_loo,GaussianNB,robust,undersample,on,0.34737508873585415,0.07639382763761546,30,0.2709812610982387,0.2220759666723611,0.2199174037367594
STRICT,config_kfold,SVC,maxabs,smote,off,0.4206773202623237,0.1496973522607405,900,0.2709799680015832,0.6529619899999227,0.3558484022085931
STRICT,config_random80,SVC,robust,undersample,off,0.4294248488531123,0.15848643233834733,228,0.2709384165147649,0.7566444492037344,0.369066747678029
STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,none,on,0.3859832134008263,0.11543669055688524,140,0.2705465228439411,0.5282363325775906,0.29907179003924556
STRICT,config_kfold,QuadraticDiscriminantAnalysis,none,none,off,0.3228093721692363,0.05244169552418411,120,0.2703676766450522,0.23877516934713808,0.16245406746335417
STRICT,config_random80,LinearDiscriminantAnalysis,none,smoteenn,off,0.40264000533004535,0.13230411540208226,80,0.2703358899279631,0.6277482883225067,0.3285915797006612
IMPUTED,config_strat80,RandomForestClassifier,maxabs,smote,off,0.43103510328213596,0.16073142727317036,5760,0.2703036760089656,0.8177890915075248,0.3728963744467069
IMPUTED,config_random80,KNeighborsClassifier,standard,undersample,on,0.4277561968221009,0.1575011964020246,4480,0.27025500042007633,0.9305976599463933,0.368203190443849
IMPUTED,config_kfold,KNeighborsClassifier,robust,smoteenn,on,0.3325397657180731,0.06260133571466255,17892,0.26993843000341056,0.444887893901737,0.18825217964379004
IMPUTED,config_strat80,RandomForestClassifier,none,smote,off,0.431612894556551,0.16169622175513035,5760,0.2699166728014206,0.8948421291351205,0.3746325093490563
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,robust,undersample,off,0.40038525255201507,0.13063675175396547,120,0.2697485007980496,0.4906200564991354,0.32627763115973935
STRICT,config_random80,SVC,standard,undersample,off,0.43618301763481016,0.16650793934567162,228,0.2696750782891385,0.7801894976054939,0.38173870282377365
STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,none,on,0.31019802566486987,0.040565832796245774,14,0.2696321928686241,0.0994541111310776,0.1307739877109085
STRICT,config_strat80,LogisticRegression,standard,none,on,0.43809210790177583,0.16849563544515173,840,0.2695964724566241,0.8006773419864497,0.3846123507044093
STRICT,config_strat80,GaussianNB,standard,smoteenn,on,0.42698955396240457,0.15763653924579166,1680,0.2693530147166129,0.8704304334458315,0.3691812546301102
IMPUTED,config_strat80,GaussianNB,standard,smoteenn,on,0.4266763719512287,0.15744283014771296,1680,0.2692335418035158,0.6782173307786103,0.3689982396440492
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,undersample,off,0.33431159305538444,0.06508733764171903,12,0.2692242554136654,0.17922965479048428,0.1946906388942851
STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.3467244465187383,0.07791217249661665,24,0.26881227402212166,0.32222750134781786,0.2247091985548991
STRICT,config_random80,RandomForestClassifier,maxabs,smoteenn,off,0.391397749223914,0.12288376687818311,5472,0.2685139823457309,0.6963439594074551,0.3139613529251104
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,smoteenn,off,0.3540719520930506,0.08573210930688355,480,0.26833984278616707,0.40045296782568507,0.2421318853416354
IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,none,on,0.456968860872552,0.18889332755798707,140,0.2680755333145649,0.8459051693633014,0.4133614863763533
STRICT,config_strat80,GaussianNB,standard,undersample,on,0.4115991602944282,0.14355323109979612,840,0.2680459291946321,0.7385996056436945,0.3487694945662876
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,standard,undersample,on,0.40819001788665105,0.1407039627272624,840,0.2674860551593886,0.7940634355179643,0.34470211558758407
IMPUTED,config_loo,LogisticRegression,maxabs,none,on,0.39057505442479534,0.12317492178715633,70,0.267400132637639,0.33602630347857554,0.3153681229554139
STRICT,config_loo,KNeighborsClassifier,standard,smote,off,0.3132371326246011,0.04584801832065669,128,0.2673891143039444,0.2043575653858827,0.14636840126998363
STRICT,config_kfold,KNeighborsClassifier,robust,smoteenn,on,0.35075687127702765,0.08355165448293904,17920,0.2672052167940886,0.5432693414760335,0.23820389940971384
STRICT,config_random80,LinearDiscriminantAnalysis,standard,smoteenn,on,0.4307144981771602,0.16362267563225555,560,0.2670918225449046,0.7462025072446364,0.3798866217058586
STRICT,config_loo,QuadraticDiscriminantAnalysis,robust,undersample,on,0.3620674994109392,0.09572549108685544,84,0.2663420083240837,0.3398247264380802,0.264385760231434
IMPUTED,config_kfold,KNeighborsClassifier,standard,none,on,0.3324423322933147,0.06611095986994994,4473,0.2663313724233648,0.535192416413381,0.19886444489151303
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,smote,off,0.31600098456858366,0.04975809366006372,24,0.26624289090851994,0.1892431250590335,0.15746183110155598
STRICT,config_random80,SVC,none,smote,off,0.43542076758324216,0.16958021841265022,456,0.26584054917059197,0.9594032236002469,0.38946286221919924
IMPUTED,config_random80,LogisticRegression,maxabs,smote,off,0.4333915054631949,0.1676735329777353,480,0.2657179724854596,0.7419408268023742,0.3868869852410495
IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,undersample,on,0.4522191939765466,0.18704423521045993,280,0.26517495876608665,0.9911888110703237,0.4136141006437701
STRICT,config_strat80,GaussianNB,none,smoteenn,off,0.39819106544107774,0.1330534887348637,240,0.2651375767062141,0.5504293684071595,0.3341448371963842
STRICT,config_strat80,GaussianNB,robust,smoteenn,on,0.4321937353999935,0.1670933954304006,1680,0.2651003399695929,0.9258200997725514,0.38661688438347297
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,robust,smote,on,0.332580742576232,0.06764903359912504,3360,0.26493170897710694,0.4177796458212884,0.20340634600519292
STRICT,config_strat80,SVC,robust,none,off,0.38726742161010225,0.12237579399188105,120,0.2648916276182212,0.5015546822204248,0.31599816344760345
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,robust,smoteenn,off,0.33159202048320074,0.0667284415972537,480,0.264863578885947,0.4002454697879651,0.20123657227944158
IMPUTED,config_random80,LogisticRegression,robust,smoteenn,on,0.44094619745671304,0.17631597168218288,3360,0.26463022577453016,1.077195954867313,0.3998582427950102
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,smote,off,0.32887222626664964,0.06430728821331175,480,0.2645649380533379,0.29991188156109594,0.19553882352221313
STRICT,config_kfold,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.3405191907012506,0.07632564461225436,480,0.26419354608899626,0.4069108313416757,0.2241449136980286
IMPUTED,config_kfold,KNeighborsClassifier,robust,undersample,on,0.3409161768211724,0.07684942132076454,8946,0.26406675550040787,0.5179065558791605,0.22542028376986026
STRICT,config_kfold,SVC,maxabs,smote,on,0.41511777973246233,0.15119962446223328,6272,0.26391815527022905,0.8049549695471004,0.36423307274306427
STRICT,config_strat80,RandomForestClassifier,maxabs,smoteenn,off,0.37760180285806844,0.11408329754347568,5760,0.26351850531459275,0.6758858166722999,0.30212593446318076
IMPUTED,config_strat80,GaussianNB,maxabs,smoteenn,on,0.42542640349371375,0.162249721690903,1680,0.26317668180281073,0.9387773505310387,0.3813814101768614
IMPUTED,config_random80,LogisticRegression,robust,none,off,0.42502880513247643,0.162161937294819,120,0.26286686783765745,0.6282824252567615,0.3815316405302814
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,robust,undersample,off,0.33490976591308835,0.07214319429487911,12,0.26276657161820927,0.2091128476276787,0.21541084088184168
IMPUTED,config_loo,GaussianNB,robust,smoteenn,on,0.3110468894343636,0.048337467058649,69,0.2627094223757146,0.14113287068986882,0.1554025090768479
STRICT,config_loo,LogisticRegression,maxabs,smoteenn,off,0.3728764719494147,0.11059449307918441,48,0.2622819788702303,0.4196033761514908,0.29659820717834917
IMPUTED,config_random80,SVC,robust,smote,on,0.4528679555170691,0.19126803195711076,3360,0.2615999235599583,1.019985202214039,0.42234834597366794
IMPUTED,config_loo,KNeighborsClassifier,robust,smote,off,0.3123390692102787,0.05076400727809369,128,0.26157506193218505,0.1942080571816364,0.16252852198876663
STRICT,config_strat80,SVC,standard,none,off,0.38504151934433245,0.123845633430803,120,0.26119588591352944,0.5015546822204248,0.32164228325738325
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,smote,on,0.3409578868282721,0.07991760189682728,3360,0.2610402849314448,0.4188923887003868,0.2343914160198876
STRICT,config_random80,RandomForestClassifier,none,smote,off,0.40641027258819834,0.14551783926253017,5472,0.26089243332566814,0.8295454545454546,0.3580564987587763
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,standard,undersample,off,0.38719433513109597,0.12632144259219596,120,0.2608728925389,0.45454144940641006,0.3262481682471572
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,robust,smote,off,0.3209444662332725,0.06034102117654923,24,0.2606034450567233,0.19841813254299606,0.1880107854319304
IMPUTED,config_random80,GaussianNB,robust,none,off,0.42731653200412506,0.16681013542929507,60,0.26050639657483,0.596284793999944,0.3903666788807618
IMPUTED,config_random80,GaussianNB,standard,none,off,0.42731653200412506,0.16681013542929507,60,0.26050639657483,0.596284793999944,0.3903666788807618
IMPUTED,config_random80,GaussianNB,maxabs,none,off,0.42731653200412506,0.16681013542929507,60,0.26050639657483,0.596284793999944,0.3903666788807618
IMPUTED,config_random80,GaussianNB,none,none,off,0.42731653200412506,0.16681013542929507,60,0.26050639657483,0.596284793999944,0.3903666788807618
IMPUTED,config_loo,SVC,robust,none,on,0.3572586086815077,0.09692354212567188,60,0.2603350665558358,0.4797861449709625,0.2712979891048005
STRICT,config_kfold,QuadraticDiscriminantAnalysis,standard,smote,off,0.31688953113684026,0.0568925192818882,480,0.25999701185495205,0.2585943997519907,0.17953423414710626
IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,smoteenn,on,0.43956571959792373,0.17968510527039788,560,0.25988061432752585,0.8614110432930647,0.40877870420550105
STRICT,config_loo,LogisticRegression,maxabs,none,on,0.39116292378160156,0.13167178525705248,70,0.2594911385245491,0.39707395675162194,0.33661622114924405
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.3243474952440811,0.06501871338102617,480,0.2593287818630549,0.38378241878252906,0.20046004465703574
STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,smoteenn,on,0.41135006667112844,0.15216405946316205,560,0.25918600720796636,0.7258715764589013,0.3699137833975755
STRICT,config_random80,GaussianNB,standard,smote,off,0.37229226065449456,0.11315202764762496,228,0.2591402330068696,0.4813558679103025,0.30393333304512493
STRICT,config_strat80,GaussianNB,robust,smoteenn,off,0.397959821258598,0.14002827010154617,240,0.25793155115705185,0.6400020804997736,0.35186534574945066
IMPUTED,config_random80,GaussianNB,maxabs,smoteenn,off,0.3895807165444072,0.13212881017354897,240,0.25745190637085824,0.49807903042944807,0.33915644322833927
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,none,none,off,0.31665332479969954,0.05963939650084109,120,0.25701392829885844,0.2592843874039251,0.1883428716201425
STRICT,config_random80,GaussianNB,robust,smote,off,0.375499426131658,0.11850024599784768,228,0.2569991801338103,0.4934637712198269,0.31558036511166065
IMPUTED,config_kfold,SVC,none,none,off,0.3226064608000137,0.06581364313831566,203,0.25679281766169804,0.3300400946930563,0.2040059674412846
