dataset_variant,config_name,model_class,scaler,resampling,pca,mean,std,count,generalization_score,range,cv_ratio
STRICT,config_loo,SVC,none,none,off,0.4070894692512272,0.0509505133902891,9,0.3561389558609381,0.1629038080257717,0.12515802357649788
IMPUTED,config_kfold,RandomForestClassifier,none,none,off,0.40917086373621553,0.05318153425184233,2016,0.35598932948437323,0.3366984225749989,0.12997390323991256
IMPUTED,config_kfold,RandomForestClassifier,maxabs,none,off,0.4084752920159341,0.052529686662284615,2016,0.35594560535364944,0.33035610823061984,0.12859942250860917
STRICT,config_loo,SVC,maxabs,smoteenn,off,0.4269097575202999,0.07104142122597272,34,0.3558683362943272,0.2764436396798639,0.16640852071083112
IMPUTED,config_loo,RandomForestClassifier,maxabs,smoteenn,off,0.38184657533741484,0.02604385413641187,232,0.355802721201003,0.1448921137621053,0.0682050221699605
STRICT,config_kfold,KNeighborsClassifier,none,undersample,off,0.4066969979943931,0.05092644679662232,1280,0.35577055119777073,0.273073699338234,0.12521962799765837
IMPUTED,config_kfold,RandomForestClassifier,standard,none,off,0.4085005878195551,0.05283386375615612,2016,0.355666724063399,0.3366984225749989,0.12933607767412603
IMPUTED,config_strat80,LogisticRegression,standard,none,on,0.510882564213638,0.15545442498230339,840,0.3554281392313346,0.8381002522309358,0.3042860255401011
IMPUTED,config_kfold,SVC,robust,undersample,on,0.45122276690468494,0.09580027699348212,2796,0.35542248991120284,0.5396465444670746,0.21231259595045812
STRICT,config_loo,LogisticRegression,maxabs,smote,on,0.4553752290247414,0.09998946318319844,336,0.35538576584154297,0.4381491748953343,0.2195759822011878
STRICT,config_kfold,KNeighborsClassifier,none,smote,off,0.39906927170745105,0.04368685050522272,2560,0.35538242120222835,0.26947360967995465,0.10947184762761837
STRICT,config_loo,GaussianNB,standard,undersample,on,0.3869758689423324,0.031992200613222326,38,0.35498366832911005,0.07859397217309572,0.08267234001092157
STRICT,config_kfold,KNeighborsClassifier,none,none,off,0.396209290418585,0.04200050740842897,640,0.354208783010156,0.2612671166316898,0.1060058621140774
IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,undersample,on,0.4946360855936095,0.14045299857815058,280,0.3541830870154589,0.6230500143524703,0.28395218761606095
IMPUTED,config_random80,LogisticRegression,standard,smote,off,0.48667264158313217,0.13273772288769106,480,0.35393491869544114,0.5679476477883045,0.2727453971028637
STRICT,config_kfold,LinearDiscriminantAnalysis,robust,smote,on,0.46208803937739235,0.10819345177364584,1120,0.3538945876037465,0.5496932081549752,0.23414034243219844
STRICT,config_loo,KNeighborsClassifier,none,smoteenn,off,0.38529500450551313,0.03188288688401282,128,0.3534121176215003,0.1384147672624747,0.08274928693905922
IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,smote,off,0.5333872702210154,0.18005742988090712,80,0.3533298403401083,0.7497620761540444,0.3375735416525748
IMPUTED,config_loo,GaussianNB,robust,smoteenn,off,0.3826595704819258,0.029335581965193282,12,0.3533239885167325,0.06879743413064787,0.07666235010991028
IMPUTED,config_strat80,SVC,standard,undersample,off,0.5224225017277089,0.16935231446164714,240,0.35307018726606176,0.7316928648127756,0.3241673432931781
STRICT,config_kfold,RandomForestClassifier,maxabs,smoteenn,off,0.4014463051082065,0.04853925398421418,10368,0.35290705112399234,0.310020034495912,0.12091094965024234
STRICT,config_loo,GaussianNB,robust,none,on,0.3833912314891721,0.031362219592765764,25,0.35202901189640634,0.09352339153166311,0.08180213060937339
STRICT,config_kfold,GaussianNB,standard,smoteenn,off,0.3885448059202038,0.036663201140152965,432,0.3518816047800508,0.21377701640208435,0.09436029148124182
IMPUTED,config_random80,LinearDiscriminantAnalysis,none,smote,off,0.4902910134337257,0.13875398862164764,80,0.35153702481207805,0.5343979645398477,0.28300332826802566
STRICT,config_loo,LinearDiscriminantAnalysis,standard,none,on,0.4474463758414224,0.0964920369270595,14,0.3509543389143629,0.27568655614722715,0.21565050503673505
IMPUTED,config_random80,LogisticRegression,standard,smoteenn,off,0.47592123686992444,0.12501880894626044,480,0.350902427923664,0.6661819914246894,0.2626880232714426
IMPUTED,config_strat80,SVC,robust,undersample,off,0.525540526430951,0.17479460713495146,240,0.3507459192959995,0.7952112374933145,0.3325996728016696
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,none,off,0.38657947867012205,0.03598027654248868,6,0.35059920212763335,0.0734192036841404,0.09307342610700645
IMPUTED,config_loo,GaussianNB,maxabs,smote,on,0.3905501136710149,0.040026106975369964,69,0.35052400669564493,0.14144734038437873,0.10248648143804277
IMPUTED,config_random80,LogisticRegression,standard,smoteenn,on,0.48553964873555056,0.1353332019610758,3360,0.35020644677447477,0.8127052605304769,0.27872739602937163
STRICT,config_kfold,KNeighborsClassifier,maxabs,undersample,off,0.4046767633250278,0.054517987245872424,1280,0.35015877607915535,0.30878113398091706,0.1347198361426172
STRICT,config_loo,GaussianNB,maxabs,undersample,on,0.37896717382402995,0.02884005804299439,45,0.35012711578103556,0.09112978001785038,0.07610173132405926
STRICT,config_kfold,LogisticRegression,robust,smoteenn,on,0.45755410304690625,0.10750489533667931,6720,0.35004920771022696,0.6132295609245417,0.23495559240053068
IMPUTED,config_strat80,LogisticRegression,robust,smote,on,0.5216424435047916,0.17161922467206062,3360,0.350023218832731,1.0907067198633775,0.32899781604999745
STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,0.46432179230369025,0.2733177182427292
STRICT,config_strat80,LinearDiscriminantAnalysis,none,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,0.46432179230369025,0.2733177182427292
STRICT,config_strat80,LinearDiscriminantAnalysis,robust,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,0.46432179230369025,0.2733177182427292
STRICT,config_strat80,LinearDiscriminantAnalysis,standard,none,off,0.48156992315065705,0.13162159256986405,20,0.349948330580793,0.46432179230369025,0.2733177182427292
STRICT,config_kfold,KNeighborsClassifier,maxabs,undersample,on,0.4059908254870443,0.0560898794296162,8960,0.3499009460574281,0.3656038039534655,0.13815553433338879
STRICT,config_kfold,GaussianNB,none,smoteenn,off,0.3971258341410388,0.04738156152666026,432,0.34974427261437857,0.2177796538491466,0.11931120429156657
IMPUTED,config_kfold,GaussianNB,none,smoteenn,off,0.39520217448794365,0.04594527963471219,336,0.34925689485323147,0.2333730379023483,0.11625765899249584
STRICT,config_loo,KNeighborsClassifier,none,none,off,0.3705686899425357,0.02164160807253537,32,0.3489270818700004,0.06804066988441054,0.05840107019265806
STRICT,config_kfold,GaussianNB,maxabs,undersample,on,0.40788307877305896,0.05901719732278489,1512,0.3488658814502741,0.3279076285047897,0.1446914579058116
IMPUTED,config_kfold,GaussianNB,standard,smote,on,0.39731163661372626,0.04881979096981489,2352,0.3484918456439114,0.27721491568768486,0.12287531114342466
STRICT,config_kfold,KNeighborsClassifier,none,smoteenn,off,0.3885309246743615,0.04126533841643466,2560,0.34726558625792686,0.255686867052214,0.10620863307346844
STRICT,config_kfold,RandomForestClassifier,robust,smoteenn,off,0.3984260368321964,0.05155247355445581,10368,0.3468735632777406,0.3336347072767426,0.12939032289239663
STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,undersample,off,0.42328041656927623,0.07653436769794392,10,0.3467460488713323,0.2026003603450428,0.1808124465531892
IMPUTED,config_random80,SVC,standard,smote,off,0.48284061286861424,0.13610416914805268,480,0.34673644372056156,0.6049971542412254,0.2818821895271846
STRICT,config_loo,LogisticRegression,robust,smote,on,0.45436030575027964,0.10784513687520307,336,0.34651516887507655,0.45324457867296253,0.23735598270874414
STRICT,config_kfold,LinearDiscriminantAnalysis,robust,undersample,on,0.450061301610501,0.10384426793416038,560,0.3462170336763406,0.5108368120289564,0.23073360798309847
IMPUTED,config_random80,LogisticRegression,robust,smote,off,0.48745765259910784,0.14134046712594844,480,0.3461171854731594,0.635328316040989,0.2899543506442576
IMPUTED,config_loo,GaussianNB,standard,smote,off,0.3603865868768441,0.014285329874401339,9,0.34610125700244276,0.028570659748802685,0.039638905538077376
IMPUTED,config_kfold,LinearDiscriminantAnalysis,robust,smoteenn,on,0.422250925865963,0.07658359943638052,1120,0.34566732642958253,0.41498657502659464,0.18136987924732412
IMPUTED,config_loo,KNeighborsClassifier,maxabs,undersample,on,0.39136379928158455,0.04649751363717373,448,0.3448662856444108,0.2578871242275626,0.11880892847659363
IMPUTED,config_kfold,GaussianNB,robust,smoteenn,off,0.38704543896496285,0.042354680081439576,336,0.3446907588835233,0.18921806081332326,0.1094307691487193
STRICT,config_kfold,SVC,standard,none,off,0.4013681954590551,0.0567453684091338,225,0.3446228270499213,0.3140192079064294,0.1413798329093631
STRICT,config_kfold,SVC,robust,smote,on,0.4577847400319889,0.11332858454517646,6300,0.3444561554868124,0.5977861426633979,0.24755867689529654
STRICT,config_kfold,SVC,robust,none,off,0.40121154791955393,0.05686788201776865,225,0.3443436659017853,0.29680467206250805,0.14174039185225823
STRICT,config_kfold,GaussianNB,robust,smoteenn,off,0.3893357624371731,0.045255726482663954,432,0.34408003595450914,0.20936553157827476,0.11623829827337488
IMPUTED,config_strat80,LogisticRegression,none,smoteenn,off,0.5048884432056985,0.1608262705816785,480,0.34406217262401995,0.7376637220876441,0.31853822907995477
IMPUTED,config_kfold,GaussianNB,standard,smote,off,0.38021037262893564,0.03621518051298729,336,0.34399519211594837,0.1641788723218447,0.09525037484532625
IMPUTED,config_strat80,LogisticRegression,standard,smoteenn,on,0.5099104619912755,0.16603640655530705,3360,0.3438740554359685,0.9513526670073758,0.3256187486464004
STRICT,config_loo,LinearDiscriminantAnalysis,robust,smote,on,0.45468712755588764,0.11087384007018966,56,0.34381328748569795,0.41109550493925895,0.24384644594224114
IMPUTED,config_strat80,GaussianNB,none,undersample,off,0.48437022478064234,0.1407387409273339,120,0.34363148385330844,0.5419559570823728,0.29056026511759786
IMPUTED,config_strat80,GaussianNB,robust,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,0.5419559570823728,0.2905602651175979
IMPUTED,config_strat80,GaussianNB,maxabs,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,0.5419559570823728,0.2905602651175979
IMPUTED,config_strat80,GaussianNB,standard,undersample,off,0.48437022478064234,0.14073874092733393,120,0.34363148385330844,0.5419559570823728,0.2905602651175979
IMPUTED,config_loo,KNeighborsClassifier,standard,undersample,off,0.38024324879172294,0.03672198711781941,64,0.3435212616739035,0.1509917815522544,0.09657498781242994
STRICT,config_kfold,GaussianNB,maxabs,smote,on,0.39066855754277663,0.04740328958999473,3024,0.3432652679527819,0.2551030481986526,0.12133889117709264
IMPUTED,config_loo,KNeighborsClassifier,none,smote,off,0.37741515919773533,0.0345999020358117,128,0.3428152571619236,0.1528117216536738,0.09167597324219859
IMPUTED,config_kfold,LogisticRegression,maxabs,smote,on,0.4543932087453906,0.11171628559025973,6720,0.3426769231551309,0.5635924172218048,0.24585817622300235
IMPUTED,config_kfold,GaussianNB,robust,smote,off,0.3741450982829588,0.03179707646595457,336,0.3423480218170042,0.13788508131626598,0.08498594960051313
IMPUTED,config_loo,GaussianNB,standard,smoteenn,on,0.3843284253829699,0.04198423622886088,63,0.342344189154109,0.1308184303279631,0.10924051789046062
IMPUTED,config_loo,LogisticRegression,maxabs,smoteenn,on,0.42325518806289836,0.08138666272675633,336,0.34186852533614204,0.3941560073914322,0.19228745452415286
IMPUTED,config_strat80,LinearDiscriminantAnalysis,maxabs,none,on,0.47057816608900793,0.12906178164870427,140,0.34151638444030363,0.589879154701719,0.2742621544075055
IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,smote,on,0.49438618402409146,0.15321414708820133,560,0.34117203693589016,0.775112599131683,0.30990782517647214
IMPUTED,config_random80,SVC,standard,smoteenn,off,0.46053627819247644,0.1194092465004518,480,0.34112703169202463,0.494307412958433,0.25928304056547297
IMPUTED,config_kfold,KNeighborsClassifier,none,undersample,off,0.3961688503044426,0.055466136690280624,1278,0.340702713614162,0.32491992962844074,0.1400063045028824
STRICT,config_random80,SVC,none,smoteenn,off,0.4661129260142103,0.12541603068755738,456,0.3406968953266529,0.7528028654224417,0.2690679097016371
IMPUTED,config_strat80,LogisticRegression,robust,undersample,on,0.49998903529009103,0.15992601708183105,1680,0.34006301820826,0.9867386331640238,0.3198590484870189
IMPUTED,config_loo,GaussianNB,maxabs,smote,off,0.3451903381593385,0.005228315348725718,6,0.3399620228106128,0.0095455541808252,0.0151461810217653
IMPUTED,config_strat80,LinearDiscriminantAnalysis,standard,none,on,0.4833543782902676,0.14340788848659586,140,0.33994648980367176,0.7122992675137897,0.29669305778063204
IMPUTED,config_loo,SVC,maxabs,smoteenn,on,0.4189985278033943,0.07907830831833533,213,0.33992021948505896,0.48327338063665176,0.18873170923273758
IMPUTED,config_loo,KNeighborsClassifier,standard,undersample,on,0.3903900078964501,0.05055620352456018,448,0.3398338043718899,0.2607714258442703,0.12950178667987342
IMPUTED,config_strat80,SVC,robust,none,off,0.4713098361605708,0.13158504758247078,120,0.33972478857810007,0.5040400022851992,0.2791901154756316
STRICT,config_loo,RandomForestClassifier,none,smoteenn,off,0.3719980385015069,0.03241326756534906,259,0.33958477093615785,0.18785054409834967,0.08713289913010593
IMPUTED,config_kfold,GaussianNB,maxabs,smote,off,0.3713482062151058,0.03177207620318478,336,0.339576130011921,0.1499571435683822,0.08555871732090878
IMPUTED,config_kfold,GaussianNB,maxabs,undersample,on,0.39911182829134795,0.059861888306589825,1176,0.3392499399847581,0.2983770613204548,0.14998775797466768
STRICT,config_kfold,GaussianNB,standard,smoteenn,on,0.40004406525954334,0.06126469885999353,3024,0.3387793663995498,0.3408282175137005,0.153144876228187
STRICT,config_loo,SVC,none,smote,off,0.41220078913663943,0.0734387347889208,26,0.33876205434771867,0.3604783157912076,0.17816252837055285
STRICT,config_loo,RandomForestClassifier,robust,smoteenn,off,0.373768029240503,0.035121387791073856,258,0.33864664144942913,0.188560666635819,0.0939657355457623
IMPUTED,config_kfold,KNeighborsClassifier,none,smoteenn,off,0.3747346227050264,0.03618112471914442,2556,0.33855349798588197,0.2449105702449123,0.09655132599696963
IMPUTED,config_kfold,GaussianNB,standard,smoteenn,off,0.37787946148002644,0.03982848494085773,336,0.3380509765391687,0.16361245790761536,0.10539997274491443
STRICT,config_loo,LinearDiscriminantAnalysis,robust,undersample,on,0.43985583119545557,0.10190352551670939,28,0.3379523056787462,0.340677465362282,0.2316748313640686
IMPUTED,config_random80,LinearDiscriminantAnalysis,standard,undersample,on,0.4858477460494008,0.1479603465680774,280,0.3378873994813234,0.6831849953815691,0.3045405639342677
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,standard,undersample,on,0.39249584499956897,0.05466111148572537,1680,0.3378347335138436,0.3071170313431663,0.1392654525700403
IMPUTED,config_random80,SVC,robust,smote,off,0.49176488142244584,0.15403320823310673,480,0.3377316731893391,0.6586660049652415,0.3132253116317715
STRICT,config_random80,LogisticRegression,none,smote,off,0.4628929098351174,0.12526265181912044,480,0.33763025801599694,0.6338990593276472,0.27060827495443607
IMPUTED,config_kfold,KNeighborsClassifier,maxabs,undersample,on,0.3929010748801499,0.05544918567479527,8942,0.3374518892053546,0.3768815676570657,0.14112759984611756
IMPUTED,config_random80,SVC,none,smoteenn,off,0.4560469822884212,0.11865163891203458,480,0.33739534337638666,0.5769363496569724,0.2601741564359148
IMPUTED,config_random80,LogisticRegression,robust,undersample,off,0.4825021324813706,0.1452570885876186,240,0.337245043893752,0.6542892462426918,0.30104963026920295
STRICT,config_loo,SVC,maxabs,smoteenn,on,0.42491910769633995,0.08804459002311196,231,0.33687451767322796,0.5530561587585269,0.20720317921318637
IMPUTED,config_kfold,KNeighborsClassifier,maxabs,undersample,off,0.39274970087987604,0.05603434371092576,1278,0.3367153571689503,0.3577555115012547,0.14267189404700292
IMPUTED,config_random80,SVC,standard,smoteenn,on,0.4743577154955824,0.13774255423242213,3360,0.33661516126316027,0.8563488385776753,0.2903769660171257
IMPUTED,config_loo,KNeighborsClassifier,maxabs,undersample,off,0.3856760792295547,0.04913945228500328,64,0.33653662694455144,0.2038581908286196,0.12741120056801716
IMPUTED,config_kfold,GaussianNB,maxabs,smote,on,0.38513342437364684,0.04868133787931964,2352,0.3364520864943272,0.23672522677200608,0.12640122824574743
STRICT,config_kfold,RandomForestClassifier,none,smoteenn,off,0.3843058524609748,0.047942252196413994,10368,0.3363636002645608,0.330637298523614,0.1247502526683025
IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,smote,on,0.5120118830493534,0.17582776607125603,560,0.33618411697809736,0.9679591869358865,0.34340563547879177
IMPUTED,config_loo,KNeighborsClassifier,robust,undersample,off,0.3763548315943163,0.04036792828745947,64,0.3359869033068569,0.14019949480197563,0.10726028975489073
STRICT,config_loo,LogisticRegression,maxabs,smoteenn,on,0.4211035095480494,0.08518138186400037,334,0.33592212768404905,0.3990801521272814,0.20228133922564914
IMPUTED,config_strat80,SVC,standard,none,off,0.4694926871245008,0.13359914864482378,120,0.33589353847967707,0.5840552196658477,0.28456065942811104
STRICT,config_random80,LinearDiscriminantAnalysis,none,undersample,off,0.45510621551893593,0.11930569134620216,40,0.33580052417273376,0.4381910996090137,0.26214911437797783
STRICT,config_random80,LinearDiscriminantAnalysis,maxabs,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,0.4381910996090137,0.2621491143779779
STRICT,config_random80,LinearDiscriminantAnalysis,robust,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,0.4381910996090137,0.2621491143779779
STRICT,config_random80,LinearDiscriminantAnalysis,standard,undersample,off,0.45510621551893593,0.11930569134620218,40,0.33580052417273376,0.4381910996090137,0.2621491143779779
STRICT,config_loo,LogisticRegression,robust,undersample,on,0.44777269265110253,0.11199657944800301,168,0.3357761132030995,0.41490087208663984,0.25011927097409886
STRICT,config_loo,GaussianNB,maxabs,smote,on,0.37396201649986466,0.03822870360280729,71,0.3357333128970574,0.12981753588965317,0.10222616714021578
IMPUTED,config_loo,KNeighborsClassifier,none,none,off,0.36438082561844637,0.028694376975443886,32,0.33568644864300246,0.10488604612011881,0.07874831757884701
STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,none,off,0.3704850448739247,0.03483009237896622,6,0.33565495249495847,0.07713506464751302,0.09401214127501106
STRICT,config_kfold,SVC,robust,smoteenn,on,0.4460655948211858,0.1107639548145306,6300,0.3353016400066552,0.6053008064833697,0.24831315416498892
IMPUTED,config_loo,GaussianNB,none,smote,off,0.3390367378609391,0.0039770068732441315,12,0.3350597309876949,0.009120189949811397,0.011730312468011534
STRICT,config_loo,LogisticRegression,robust,smoteenn,on,0.4477930133835249,0.11283197390954466,336,0.33496103947398026,0.40742735266640917,0.25197350234874377
STRICT,config_kfold,GaussianNB,robust,smote,off,0.366188667433024,0.03126778780700935,432,0.33492087962601463,0.14409358557563895,0.08538709847630181
IMPUTED,config_loo,GaussianNB,maxabs,smoteenn,off,0.3498302840184186,0.014950213891474808,9,0.33488007012694376,0.0299004277829496,0.042735619454511486
IMPUTED,config_loo,KNeighborsClassifier,maxabs,none,on,0.37941059197213484,0.04483139825604483,223,0.33457919371609,0.17408800168669297,0.11816063969910834
STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,smote,on,0.3778314893079936,0.04325900353073262,168,0.33457248577726095,0.18821825287909927,0.1144928486769655
STRICT,config_kfold,KNeighborsClassifier,maxabs,none,on,0.3864294996520447,0.052126458731412854,4480,0.33430304092063184,0.34774036954899995,0.13489254515597135
IMPUTED,config_kfold,GaussianNB,maxabs,smoteenn,off,0.37667993438082015,0.042548258133829425,336,0.3341316762469907,0.19599344956793374,0.11295599858211057
STRICT,config_kfold,RandomForestClassifier,standard,smoteenn,off,0.3850794497917617,0.05095488340740054,10368,0.3341245663843611,0.3628893095959181,0.1323230399206067
STRICT,config_loo,KNeighborsClassifier,maxabs,undersample,off,0.3796701020536692,0.0455902519049725,64,0.3340798501486967,0.1786043888479365,0.12007859364846163
IMPUTED,config_random80,LogisticRegression,standard,undersample,off,0.4771662315848042,0.14312546851302108,240,0.3340407630717831,0.6542892462426918,0.2999488627635297
STRICT,config_kfold,GaussianNB,standard,smote,off,0.36476733552283813,0.031061001004332123,432,0.333706334518506,0.14409358557563895,0.08515291249917138
STRICT,config_loo,QuadraticDiscriminantAnalysis,none,none,off,0.3617818471799826,0.02878525899752568,6,0.3329965881824569,0.06430308262599,0.07956523861520703
STRICT,config_kfold,GaussianNB,maxabs,smote,off,0.3661672191364261,0.033264417217071865,432,0.33290280191935423,0.16504808996082232,0.09084488036783614
STRICT,config_loo,LogisticRegression,maxabs,smote,off,0.43407570580708166,0.10146547299759189,48,0.33261023280948976,0.40747796534072994,0.23375063759658246
STRICT,config_kfold,LogisticRegression,maxabs,smote,on,0.45419333883449786,0.12185265662699363,6720,0.33234068220750423,0.6278265669230888,0.26828367175018203
IMPUTED,config_random80,LogisticRegression,none,smoteenn,off,0.4590495781144898,0.1268157835359404,480,0.3322337945785494,0.5990836839452314,0.2762572706347456
IMPUTED,config_strat80,LinearDiscriminantAnalysis,robust,undersample,on,0.4937909448408612,0.1618800324131673,280,0.3319109124276939,0.8402100109516066,0.3278311076873594
STRICT,config_kfold,LinearDiscriminantAnalysis,robust,smoteenn,on,0.4327869548078484,0.10091874274204982,1120,0.3318682120657986,0.5632056959350916,0.2331834211288933
STRICT,config_kfold,KNeighborsClassifier,maxabs,none,off,0.37931284581700087,0.0474664735153094,640,0.33184637230169145,0.2685186804778066,0.12513805962218733
STRICT,config_kfold,SVC,robust,undersample,on,0.45246615871184703,0.12071612009020874,3150,0.3317500386216383,0.6467673049683607,0.2667959089667229
STRICT,config_kfold,KNeighborsClassifier,standard,undersample,on,0.39721531525702913,0.06550207516366026,8960,0.3317132400933689,0.4206638422070687,0.16490319644718465
IMPUTED,config_random80,SVC,none,smote,off,0.4742220385366023,0.14285010022590797,480,0.33137193831069434,0.6831849953815691,0.3012304123754515
IMPUTED,config_kfold,KNeighborsClassifier,none,smote,off,0.3761583416908844,0.04506909269170166,2556,0.33108924899918274,0.29277992595800295,0.11981415190504556
STRICT,config_loo,GaussianNB,robust,smote,off,0.3737808556750573,0.0430487197326504,8,0.3307321359424069,0.0831780288115942,0.11517101285164368
STRICT,config_kfold,KNeighborsClassifier,standard,undersample,off,0.3947987329016345,0.06408119031692483,1280,0.33071754258470965,0.34193122125226016,0.1623135663226429
IMPUTED,config_kfold,RandomForestClassifier,none,smoteenn,off,0.3751768978017342,0.04454725312896155,8064,0.3306296446727726,0.27527164693136563,0.11873666366446416
STRICT,config_loo,RandomForestClassifier,maxabs,smoteenn,off,0.3646841334710146,0.03414275033192304,259,0.33054138313909154,0.15368013661169072,0.09362280175711767
STRICT,config_loo,GaussianNB,standard,smote,off,0.37173089474753324,0.041411453290088676,13,0.3303194414574446,0.09270805401023513,0.11140169911950391
IMPUTED,config_loo,KNeighborsClassifier,standard,smoteenn,on,0.3808536763700749,0.05065548724926085,896,0.33019818912081406,0.27065273934484685,0.13300511559205483
IMPUTED,config_random80,SVC,standard,smote,on,0.4846699838043335,0.1546920294513254,3360,0.32997795435300814,0.7426904370320626,0.3191698157932063
IMPUTED,config_kfold,RandomForestClassifier,maxabs,smoteenn,off,0.3762981346402787,0.04644924777722329,8064,0.3298488868630554,0.2695411215331624,0.12343735857640202
IMPUTED,config_kfold,GaussianNB,standard,smoteenn,on,0.3786192290539324,0.04888226386373013,2352,0.3297369651902023,0.2994120434161433,0.1291066594421888
STRICT,config_loo,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.3760279852943696,0.04679580465504615,168,0.32923218063932347,0.1930457542336403,0.12444766476200579
STRICT,config_kfold,GaussianNB,none,smote,off,0.3709775366651563,0.04196457104242062,432,0.3290129656227357,0.19998779147284673,0.11311890045864899
STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,none,off,0.3288102833790712,0.0,2,0.3288102833790712,0.0,0.0
IMPUTED,config_kfold,GaussianNB,none,smote,off,0.36759450062026355,0.03898291206922608,336,0.32861158855103745,0.2065209741172001,0.1060486813688669
STRICT,config_kfold,KNeighborsClassifier,standard,smoteenn,on,0.38213365274446204,0.05388815227053279,17920,0.32824550047392925,0.38274630163743906,0.14101912219327234
STRICT,config_strat80,RandomForestClassifier,maxabs,none,off,0.43145238573159483,0.10344788155222584,1440,0.328004504179369,0.5216618893464451,0.23976662309286764
STRICT,config_loo,SVC,robust,smote,on,0.4453952276216968,0.11802590130473628,221,0.32736932631696053,0.5616315544282424,0.26499139188124254
IMPUTED,config_loo,KNeighborsClassifier,maxabs,smoteenn,on,0.37494916670258155,0.04767267382122792,895,0.32727649288135363,0.22839353136550195,0.12714436530283849
IMPUTED,config_kfold,LogisticRegression,robust,none,on,0.42699497262697933,0.09975040047230407,1680,0.3272445721546753,0.4833723167491653,0.2336102457099548
STRICT,config_strat80,RandomForestClassifier,none,none,off,0.43219827051484777,0.10505502402563838,1440,0.3271432464892094,0.5216618893464451,0.24307136606653615
IMPUTED,config_loo,KNeighborsClassifier,maxabs,none,off,0.35473300786202777,0.02771076459729422,32,0.32702224326473356,0.0989528721613605,0.07811724306206157
IMPUTED,config_loo,GaussianNB,robust,smote,off,0.3466036132762557,0.019583307114599595,9,0.3270203061616561,0.039166614229199204,0.05650058558100197
STRICT,config_strat80,RandomForestClassifier,standard,none,off,0.432503828930668,0.10552205312286646,1440,0.3269817758078016,0.6588836188155297,0.2439794657627922
IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,smote,off,0.47532638050819953,0.14839631861768096,80,0.32693006189051854,0.5408945076916862,0.312198785304156
IMPUTED,config_loo,LogisticRegression,robust,undersample,on,0.4230595450314381,0.09619593385889533,168,0.3268636111725428,0.41101481467157275,0.227381547086349
STRICT,config_loo,KNeighborsClassifier,robust,smoteenn,off,0.3689360338645245,0.04222257204309003,128,0.32671346182143446,0.1589486636355495,0.11444415336940064
STRICT,config_strat80,RandomForestClassifier,robust,none,off,0.4313074894183252,0.10470427348014745,1440,0.32660321593817776,0.6582932502912391,0.2427601561506732
IMPUTED,config_strat80,SVC,none,smoteenn,off,0.5007479171488539,0.17430587510837606,480,0.3264420420404779,0.8098331528470141,0.3480910636649964
STRICT,config_kfold,KNeighborsClassifier,robust,smoteenn,off,0.3898052191144852,0.0637145413245159,2560,0.32609067778996925,0.39714783940666176,0.1634522530746389
STRICT,config_random80,LogisticRegression,standard,undersample,off,0.4756612431848802,0.14979249857294727,240,0.32586874461193294,0.6216755997246801,0.31491423932289114
STRICT,config_random80,LogisticRegression,standard,undersample,on,0.47446095898959534,0.14870576136963287,1680,0.32575519761996247,0.7471417357570389,0.31342043755573556
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,none,smoteenn,off,0.36657583840743974,0.04083460500221998,24,0.32574123340521977,0.14028102965215022,0.11139469851483597
STRICT,config_strat80,LinearDiscriminantAnalysis,maxabs,smoteenn,on,0.44642954958830067,0.12087316434765495,560,0.32555638524064573,0.5773286993351814,0.27075529489283295
IMPUTED,config_kfold,KNeighborsClassifier,none,none,off,0.37492627224373504,0.049408063319844334,639,0.3255182089238907,0.2853291123270721,0.13178074458256356
IMPUTED,config_kfold,KNeighborsClassifier,standard,undersample,on,0.38721023088633993,0.06185551123019314,8946,0.3253547196561468,0.4294464796958183,0.15974658285397925
IMPUTED,config_loo,KNeighborsClassifier,none,undersample,off,0.36961988277598135,0.04427357782112069,64,0.32534630495486067,0.17607804882875477,0.11978137509435322
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.35932040515263153,0.03432714624096774,24,0.3249932589116638,0.12916559318293896,0.09553352870785703
