dataset_variant,config_name,model_key,scaler,resampling,pca,mcc__mean,mcc__std,mcc__count,mcc__median,balanced_accuracy__mean,balanced_accuracy__std,balanced_accuracy__count,balanced_accuracy__median,f1__mean,f1__std,f1__count,f1__median,accuracy__mean,accuracy__std,accuracy__count,accuracy__median,precision__mean,precision__std,precision__count,precision__median,recall__mean,recall__std,recall__count,recall__median
STRICT,config_random80,LinearDiscriminantAnalysis_svd,none,undersample,off,0.45510621551893593,0.11930569134620216,40,0.42924441007575714,0.7521247804128239,0.05941987052622985,40,0.7386363636363636,0.6011963249206486,0.09877447082792584,40,0.5941176470588235,0.725,0.08794909172380769,40,0.7333333333333333,0.5103202759143162,0.13790340598528464,40,0.5,0.7934722222222221,0.12871044172651014,40,0.75
STRICT,config_random80,LinearDiscriminantAnalysis_svd,robust,undersample,off,0.45510621551893593,0.11930569134620218,40,0.42924441007575714,0.7521247804128239,0.05941987052622984,40,0.7386363636363636,0.6011963249206486,0.09877447082792579,40,0.5941176470588235,0.725,0.0879490917238077,40,0.7333333333333333,0.5103202759143162,0.13790340598528467,40,0.5,0.7934722222222221,0.12871044172651017,40,0.75
STRICT,config_random80,LinearDiscriminantAnalysis_svd,standard,undersample,off,0.45510621551893593,0.11930569134620218,40,0.42924441007575714,0.7521247804128239,0.05941987052622984,40,0.7386363636363636,0.6011963249206486,0.09877447082792579,40,0.5941176470588235,0.725,0.0879490917238077,40,0.7333333333333333,0.5103202759143162,0.13790340598528467,40,0.5,0.7934722222222221,0.12871044172651017,40,0.75
IMPUTED,config_strat80,RandomForestClassifier,none,none,off,0.45504914313231193,0.16286823050129343,1440,0.4252964776724258,0.7006441223832528,0.07620127568771011,1440,0.6787439613526569,0.5659794937268352,0.12973827891816705,1440,0.5333333333333333,0.7861979166666667,0.06651813926897537,1440,0.78125,0.706191459003959,0.19106287752159437,1440,0.6666666666666666,0.5050925925925925,0.14506867841159438,1440,0.4444444444444444
STRICT,config_loo,LinearDiscriminantAnalysis_svd,robust,smote,on,0.45468712755588764,0.11087384007018966,56,0.4873614669848471,0.7442481709664998,0.06036953461390513,56,0.7630278526504941,0.6228117083757304,0.0773185766911554,56,0.6464646464646465,0.7516891891891893,0.04561322657601131,56,0.7635135135135135,0.546520762727698,0.06379936108926161,56,0.5629598189020939,0.7270408163265306,0.10462055455433389,56,0.7619047619047619
STRICT,config_random80,LinearDiscriminantAnalysis_svd,none,smote,off,0.4546604629186488,0.1658546555998012,80,0.47129874671690697,0.750493758204356,0.08787478456819463,80,0.7556818181818181,0.6033854464884213,0.11983702817284674,80,0.6043478260869566,0.7424999999999999,0.09575739974638235,80,0.7666666666666667,0.5276838133271957,0.1401775088820034,80,0.5454545454545454,0.7515128968253968,0.14806762477284313,80,0.75
IMPUTED,config_kfold,LogisticRegression,none,none,off,0.45448317901015656,0.03797575140330219,240,0.46117475995832957,0.7224319096764749,0.028523660569236713,240,0.7249242424242424,0.5823844588639128,0.04271848169593808,240,0.587386649298414,0.7703125,0.028726568585158683,240,0.7718750000000001,0.6175177886484,0.08883622162381609,240,0.5832112332112331,0.6153518518518518,0.12788643598917196,240,0.6277777777777778
STRICT,config_loo,LogisticRegression,maxabs,undersample,on,0.4544755828532494,0.03711091494965046,154,0.4583558374945771,0.7457001668591965,0.027475153679114267,154,0.7515723270440251,0.6211671966474489,0.03477326881352159,154,0.6285714285714286,0.7406984906984907,0.016820249453109535,154,0.7432432432432432,0.5336893903519356,0.025635203120686963,154,0.532258064516129,0.7572665429808287,0.10031880185009348,154,0.7857142857142857
IMPUTED,config_kfold,LogisticRegression,maxabs,smote,on,0.4543932087453906,0.11171628559025973,6720,0.4838637889202851,0.7397507793384153,0.06931669298447403,6720,0.7605676328502415,0.5856844927153483,0.14558693730903055,6720,0.6308724627774971,0.7566573660714286,0.017325128067803137,6720,0.75625,0.5419407073870116,0.0707296116424793,6720,0.5536381673881674,0.7013700396825397,0.20655264342827007,6720,0.775
STRICT,config_loo,LogisticRegression,robust,smote,on,0.45436030575027964,0.10784513687520307,336,0.48747469107039854,0.7454421233902366,0.05868104999560498,336,0.7605570530098833,0.6240570954289881,0.07154514377889779,336,0.6451612903225806,0.7469031531531531,0.0471825044271763,336,0.7635135135135135,0.5399425886982953,0.061788742151564255,336,0.5625,0.7420634920634921,0.09547471198846279,336,0.7380952380952381
IMPUTED,config_strat80,GaussianNB,maxabs,smote,off,0.454276659961877,0.1363509285170858,240,0.40633714567003787,0.735024154589372,0.05734149739179871,240,0.7198067632850242,0.618552129252644,0.08459153614460811,240,0.5916666666666667,0.7515625,0.07070258771814394,240,0.734375,0.5742460317460317,0.14922724889929748,240,0.5192307692307692,0.6972222222222223,0.0825274843980996,240,0.6666666666666666
IMPUTED,config_strat80,RandomForestClassifier,standard,none,off,0.4542330794896749,0.1625460108109545,1440,0.4127594582445936,0.699916129898014,0.07596928356170062,1440,0.6787439613526569,0.5648653257931369,0.12891340752038383,1440,0.5333333333333333,0.7858940972222223,0.06650945255555821,1440,0.78125,0.7066238583946917,0.19152891298123112,1440,0.6666666666666666,0.5033950617283951,0.14488169227045292,1440,0.4444444444444444
STRICT,config_kfold,LogisticRegression,maxabs,smote,on,0.45419333883449786,0.12185265662699363,6720,0.48820238688528456,0.737099010942761,0.07180414885471628,6720,0.7586363636363636,0.5902296173052133,0.16067250627850732,6720,0.6396214896214896,0.753888624990226,0.02117555943506165,6720,0.7560919540229885,0.5451074308467815,0.10192528917875798,6720,0.5673809523809524,0.6984844576719578,0.2146230878619949,6720,0.7805555555555556
IMPUTED,config_kfold,LogisticRegression,robust,none,off,0.4541887671662211,0.050481554462356644,240,0.4633063063909215,0.7217063844971453,0.04201252479237406,240,0.7288647342995169,0.577659007181306,0.06536414766362694,240,0.5947309785158081,0.7709375,0.02396729487967659,240,0.76875,0.6180311421035106,0.08299329476172203,240,0.5840384615384615,0.6117222222222222,0.15962110012185668,240,0.625
IMPUTED,config_loo,SVC_linear,maxabs,smote,off,0.4539767500661275,0.03198411167358441,32,0.4595638849768418,0.734509698275862,0.042386290767856,32,0.7503918495297806,0.597778764616883,0.07486207544496405,32,0.6238532110091743,0.7591796875,0.017096763791936097,32,0.75,0.5838796840744912,0.12945645721017704,32,0.5357142857142857,0.6796875,0.15288038850623076,32,0.7386363636363636
STRICT,config_kfold,LogisticRegression,none,smoteenn,off,0.45396592480732834,0.04535966518236705,960,0.4533239436047837,0.7423582288660414,0.024238915516260163,960,0.7427272727272728,0.6179427548314727,0.030148828717307303,960,0.6184646271602794,0.7320219109195403,0.022001280341113986,960,0.7305747126436781,0.5338205246264457,0.032130843619741736,960,0.5348412698412699,0.7672112268518518,0.04680526224457967,960,0.775
IMPUTED,config_kfold,LogisticRegression,none,smoteenn,off,0.45370305570719793,0.04437586679176009,960,0.4536616657713926,0.7453312609793589,0.024307100320863296,960,0.7452272727272727,0.6128399437297317,0.02900042683053954,960,0.6126646964146965,0.7321614583333333,0.023835276604251544,960,0.7375,0.5226374745073468,0.032116294345929594,960,0.5227380952380953,0.7735086805555557,0.05115523704895507,960,0.7722222222222223
STRICT,config_random80,LinearDiscriminantAnalysis_svd,standard,undersample,on,0.45345242988168794,0.1578869816065346,280,0.4308202184276645,0.7495076033352431,0.08360184722650724,280,0.7471590909090909,0.6006158803801631,0.11852853617742991,280,0.6,0.7273809523809524,0.10440461813263376,280,0.7333333333333333,0.5164642928696445,0.14641920232230854,280,0.5384615384615384,0.7805895691609978,0.1519019874450068,280,0.75
STRICT,config_strat80,LinearDiscriminantAnalysis_svd,standard,undersample,on,0.4534383746893829,0.1470672774890529,280,0.4629100498862757,0.7293083900226758,0.07508331815557948,280,0.7380952380952381,0.6167302476305797,0.09546102133315132,280,0.625,0.7407142857142858,0.07677986107821555,280,0.7666666666666667,0.5872480460715754,0.14069081214797358,280,0.5714285714285714,0.7007936507936509,0.17893709439593938,280,0.6666666666666666
STRICT,config_random80,LinearDiscriminantAnalysis_svd,maxabs,undersample,on,0.45341754671681506,0.17253509039174503,280,0.4276686017238498,0.7493504614777907,0.09004358390784119,280,0.7471590909090909,0.5977128620757796,0.13142766316859852,280,0.5882352941176471,0.7264285714285714,0.10601176107303055,280,0.7333333333333333,0.5132302256566962,0.15607098441750103,280,0.5,0.7823866213151928,0.17021509687333866,280,0.75
IMPUTED,config_strat80,RandomForestClassifier,maxabs,none,off,0.4533729154422795,0.16250024370308552,1440,0.4127594582445936,0.6998020665593129,0.07600761696784804,1440,0.6787439613526569,0.5646057585534354,0.1290884010846094,1440,0.5333333333333333,0.7854600694444445,0.06649754722283041,1440,0.78125,0.7050225276266943,0.19149593362286368,1440,0.6666666666666666,0.5040123456790123,0.14522080173616062,1440,0.4444444444444444
STRICT,config_strat80,LogisticRegression,robust,none,off,0.4532814393582644,0.13742084568685947,120,0.4629100498862757,0.7169312169312169,0.07767531104509516,120,0.7142857142857142,0.5912872112121338,0.11161672006579029,120,0.6,0.76,0.06043724898128447,120,0.7666666666666667,0.6463239687872041,0.15800319865956652,120,0.6,0.6092592592592593,0.2052244959820359,120,0.5555555555555556
IMPUTED,config_loo,LinearDiscriminantAnalysis_svd,maxabs,none,off,0.453110138691783,0.0,2,0.453110138691783,0.6927899686520376,0.0,2,0.6927899686520376,0.5555555555555556,0.0,2,0.5555555555555556,0.8,0.0,2,0.8,0.7142857142857143,0.0,2,0.7142857142857143,0.4545454545454545,0.0,2,0.4545454545454545
IMPUTED,config_loo,LinearDiscriminantAnalysis_svd,none,none,off,0.453110138691783,0.0,2,0.453110138691783,0.6927899686520376,0.0,2,0.6927899686520376,0.5555555555555556,0.0,2,0.5555555555555556,0.8,0.0,2,0.8,0.7142857142857143,0.0,2,0.7142857142857143,0.4545454545454545,0.0,2,0.4545454545454545
IMPUTED,config_loo,LinearDiscriminantAnalysis_svd,robust,none,off,0.453110138691783,0.0,2,0.453110138691783,0.6927899686520376,0.0,2,0.6927899686520376,0.5555555555555556,0.0,2,0.5555555555555556,0.8,0.0,2,0.8,0.7142857142857143,0.0,2,0.7142857142857143,0.4545454545454545,0.0,2,0.4545454545454545
IMPUTED,config_loo,LinearDiscriminantAnalysis_svd,standard,none,off,0.453110138691783,0.0,2,0.453110138691783,0.6927899686520376,0.0,2,0.6927899686520376,0.5555555555555556,0.0,2,0.5555555555555556,0.8,0.0,2,0.8,0.7142857142857143,0.0,2,0.7142857142857143,0.4545454545454545,0.0,2,0.4545454545454545
STRICT,config_loo,LinearDiscriminantAnalysis_svd,robust,smote,off,0.45307266262965795,0.028782869293698558,8,0.4514584940759625,0.7397237196765499,0.014971267236732281,8,0.7428122192273137,0.620667591286148,0.01959782076484069,8,0.6224096636467771,0.7584459459459459,0.0156388530366985,8,0.75,0.5611253173518211,0.026717267459733886,8,0.5482374768089053,0.6964285714285714,0.037646162621052144,8,0.7023809523809523
STRICT,config_loo,LinearDiscriminantAnalysis_svd,maxabs,undersample,off,0.4530489987145031,0.05292968308546369,4,0.4530489987145031,0.7440476190476191,0.024510152937295457,4,0.7440476190476191,0.6243927125506072,0.03260743423155988,4,0.6243927125506072,0.7466216216216216,0.03510913799126099,4,0.7466216216216216,0.5424528301886793,0.04902030587459083,4,0.5424528301886793,0.7380952380952381,0.0,4,0.7380952380952381
STRICT,config_loo,LinearDiscriminantAnalysis_svd,none,undersample,off,0.4530489987145031,0.05292968308546369,4,0.4530489987145031,0.7440476190476191,0.024510152937295457,4,0.7440476190476191,0.6243927125506072,0.03260743423155988,4,0.6243927125506072,0.7466216216216216,0.03510913799126099,4,0.7466216216216216,0.5424528301886793,0.04902030587459083,4,0.5424528301886793,0.7380952380952381,0.0,4,0.7380952380952381
STRICT,config_loo,LinearDiscriminantAnalysis_svd,robust,undersample,off,0.4530489987145031,0.05292968308546369,4,0.4530489987145031,0.7440476190476191,0.024510152937295457,4,0.7440476190476191,0.6243927125506072,0.03260743423155988,4,0.6243927125506072,0.7466216216216216,0.03510913799126099,4,0.7466216216216216,0.5424528301886793,0.04902030587459083,4,0.5424528301886793,0.7380952380952381,0.0,4,0.7380952380952381
STRICT,config_loo,LinearDiscriminantAnalysis_svd,standard,undersample,off,0.4530489987145031,0.05292968308546369,4,0.4530489987145031,0.7440476190476191,0.024510152937295457,4,0.7440476190476191,0.6243927125506072,0.03260743423155988,4,0.6243927125506072,0.7466216216216216,0.03510913799126099,4,0.7466216216216216,0.5424528301886793,0.04902030587459083,4,0.5424528301886793,0.7380952380952381,0.0,4,0.7380952380952381
IMPUTED,config_random80,SVC_linear,robust,smote,on,0.4528679555170691,0.19126803195711076,3360,0.4472135954999579,0.7494774104280036,0.10711201705911966,3360,0.75,0.5927694137288345,0.14513229933951532,3360,0.6,0.7595610119047619,0.08294037247500996,3360,0.75,0.5233698813507941,0.15198075927250523,3360,0.5,0.722878183324612,0.20028458758835563,3360,0.7142857142857143
IMPUTED,config_kfold,LogisticRegression,none,undersample,off,0.452818963836491,0.03652628951534944,480,0.45405582796046834,0.7414433922558923,0.018978100818294225,480,0.7415151515151515,0.6084493914317988,0.0258210117383342,480,0.6102136752136753,0.742421875,0.022238397801310022,480,0.74375,0.5377290792390444,0.03361654079083588,480,0.5353567266067266,0.738849537037037,0.04399845523756503,480,0.74
IMPUTED,config_kfold,SVC_linear,robust,smoteenn,off,0.452729170402389,0.04353454048683317,800,0.45726305105199044,0.7435005654369785,0.023163782252162358,800,0.7469675010979357,0.6112418215526696,0.02968961675264355,800,0.6155244755244755,0.7349843749999999,0.026782871202443593,800,0.7375,0.5270069243784363,0.03693662882570711,800,0.5246212121212122,0.7620652777777778,0.05523293249289792,800,0.7666666666666666
STRICT,config_strat80,SVC_linear,standard,undersample,on,0.45264078380111716,0.15356972404279506,1680,0.4629100498862757,0.7268518518518519,0.0795907842477253,1680,0.7380952380952381,0.6119008518993204,0.10497074935586766,1680,0.6206896551724138,0.7391269841269842,0.0803392961187657,1680,0.7333333333333333,0.5928863156567988,0.15241025082291065,1680,0.5714285714285714,0.6961640211640211,0.19500444274313633,1680,0.6666666666666666
STRICT,config_loo,SVC_linear,none,smoteenn,off,0.4526216475307098,0.029572181688760087,28,0.4375871418875156,0.7496149403157489,0.01717409483692728,28,0.7396675651392632,0.623975740218496,0.017755165766281986,28,0.6153846153846154,0.7229729729729729,0.010722865508322592,28,0.722972972972973,0.5076334245985668,0.01225370605801245,28,0.5070422535211268,0.8112244897959184,0.046696788423517675,28,0.8095238095238095
STRICT,config_loo,LinearDiscriminantAnalysis_svd,standard,smote,off,0.4525033225933266,0.034073585245332445,8,0.4536561533042916,0.7403414195867026,0.018370885057013273,8,0.7378706199460916,0.6209789914478974,0.022698859467975008,8,0.6197565874985229,0.7567567567567568,0.016151737963978213,8,0.7567567567567568,0.5573831446454179,0.024955956501334798,8,0.5552115583075335,0.7023809523809523,0.03818017741606061,8,0.6904761904761905
STRICT,config_kfold,SVC_linear,robust,undersample,on,0.45246615871184703,0.12071612009020874,3150,0.4868381876420402,0.7376987024439405,0.06539151540802782,3150,0.7568181818181818,0.6080143622594604,0.09808916819714776,3150,0.636627140974967,0.7425952563400838,0.053426348650809766,3150,0.7566666666666666,0.548402271882173,0.08515758603177596,3150,0.5677777777777778,0.7266442680776014,0.13224453852620283,3150,0.7555555555555555
IMPUTED,config_strat80,LinearDiscriminantAnalysis_svd,maxabs,smoteenn,on,0.45231569935318944,0.15749869299790464,560,0.4505243048141937,0.7454537612146308,0.08533861961160251,560,0.7427536231884058,0.618408602502121,0.09797465589375712,560,0.6120401337792643,0.7030133928571428,0.09111334843024352,560,0.6875,0.49836417841181263,0.1050500272872785,560,0.4736842105263157,0.8424603174603175,0.14410088866451637,560,0.8888888888888888
IMPUTED,config_random80,LinearDiscriminantAnalysis_svd,robust,undersample,on,0.4522191939765466,0.18704423521045993,280,0.4472135954999579,0.7518007689267496,0.10288080429196036,280,0.7557452717635784,0.592536461657581,0.14217959728607907,280,0.6,0.746875,0.0857593767405333,280,0.734375,0.5119703383439008,0.1576839754794103,280,0.5,0.7517767748124892,0.19023602884866295,280,0.75
STRICT,config_strat80,LogisticRegression,none,smoteenn,off,0.4520077089189048,0.1346209416228238,480,0.4276686017238498,0.7349206349206349,0.07046307444091972,480,0.7222222222222222,0.6258666737312647,0.08495594115490662,480,0.6086956521739131,0.7280555555555555,0.08215897182886095,480,0.7333333333333333,0.5596741104863202,0.1153576874808247,480,0.5384615384615384,0.7520833333333333,0.14708095137676133,480,0.7777777777777778
IMPUTED,config_strat80,LogisticRegression,maxabs,undersample,on,0.451747854754856,0.21591384943180253,1680,0.4865336327998411,0.7404071773636991,0.11819930367718649,1680,0.7705314009661836,0.58700042896464,0.20841207522562794,1680,0.64,0.7405505952380952,0.09442810668117088,1680,0.71875,0.5138456734548487,0.1987377311886128,1680,0.5,0.740079365079365,0.28071188314421475,1680,0.8888888888888888
IMPUTED,config_kfold,SVC_linear,standard,smoteenn,off,0.4517388626644432,0.04504184812911416,812,0.4571453949606583,0.742771756708226,0.024276681423912604,812,0.7437121212121213,0.6101772417901455,0.030287216788009507,812,0.6130161261740209,0.7347829433497537,0.02605801128709684,812,0.7375,0.5269488697653112,0.037357050127931175,812,0.5255753968253968,0.760205938697318,0.05621386721104587,812,0.7644444444444445
IMPUTED,config_loo,LogisticRegression,robust,none,off,0.45148145541723245,0.03037774987954469,12,0.4600880369617829,0.7223092998955067,0.03473979523129914,12,0.7319749216300941,0.5895231594873315,0.048439500487477645,12,0.6071125136545696,0.7729166666666667,0.02546908405153675,12,0.76875,0.6102534819754545,0.08169284151889937,12,0.6104918032786886,0.6098484848484849,0.152869293144098,12,0.6363636363636364
IMPUTED,config_kfold,SVC_linear,robust,undersample,on,0.45122276690468494,0.09580027699348212,2796,0.4772384137208278,0.7385435000939293,0.050787925605589625,2796,0.7522342995169081,0.6011382461269956,0.07426142610820631,2796,0.6227505827505827,0.7456276824034335,0.04574554453951958,2796,0.75625,0.5429541789707626,0.07515225628857153,2796,0.5530952380952381,0.7214558496264505,0.10419321420491308,2796,0.7305555555555555
STRICT,config_strat80,LinearDiscriminantAnalysis_svd,none,smoteenn,off,0.45116895995826434,0.14955647922839244,80,0.48051340201158727,0.7383928571428571,0.07715884415763498,80,0.753968253968254,0.633700522075926,0.08726456755004573,80,0.6396103896103896,0.72375,0.09235072723795056,80,0.7333333333333333,0.5481504081895916,0.11292270639415543,80,0.5384615384615384,0.775,0.1030477884032261,80,0.7777777777777778
IMPUTED,config_random80,LogisticRegression,standard,none,on,0.45083194813574545,0.16936535906316633,840,0.4547940268270977,0.7341791968071117,0.1004640402726369,840,0.7291666666666667,0.5707933890057912,0.14253343799881868,840,0.5833333333333334,0.7722470238095238,0.06985447471092239,840,0.75,0.5652506509596846,0.15805439972176716,840,0.5384615384615384,0.6509807983022268,0.24526428183673307,840,0.6666666666666666
IMPUTED,config_loo,SVC_linear,standard,smoteenn,off,0.4508014760029654,0.02842197074312069,39,0.452915774053048,0.747598665702114,0.014855827755889632,39,0.7496081504702194,0.6176432471990265,0.018171374962823613,39,0.6194690265486725,0.7373397435897435,0.02200325089464107,39,0.7375,0.5171193374193572,0.027754344103738594,39,0.5138888888888888,0.7703962703962705,0.04098705748032931,39,0.75
IMPUTED,config_loo,SVC_linear,robust,smote,on,0.4502810137745749,0.08402903920305195,229,0.4714511823509503,0.7427573765950782,0.04647167740684481,229,0.7531347962382445,0.6154552353696162,0.05760537468801568,229,0.6306306306306306,0.7517194323144105,0.03689123035774083,229,0.7625,0.5383261326866599,0.0509563135171929,229,0.5538461538461539,0.7229812049116371,0.0864150865803703,229,0.7272727272727273
STRICT,config_random80,SVC_linear,standard,smote,off,0.4502421301396921,0.16679347906485753,456,0.4308202184276645,0.745970682212101,0.08684304745330522,456,0.7556818181818181,0.5978326474699286,0.1254302686896105,456,0.6,0.7421783625730994,0.09434424462012386,456,0.7333333333333333,0.531585771002424,0.14855008983681195,456,0.5384615384615384,0.7360519353940407,0.1602700184578402,456,0.75
STRICT,config_strat80,SVC_linear,robust,smote,off,0.45022669713654545,0.14384662035933868,480,0.4629100498862757,0.7267195767195767,0.07731203680310816,480,0.7380952380952381,0.6093485999889369,0.10031210438525849,480,0.631578947368421,0.7522222222222222,0.06057534912802832,480,0.7666666666666667,0.594849287082743,0.11420990226837716,480,0.5714285714285714,0.662962962962963,0.1885581633069246,480,0.6666666666666666
IMPUTED,config_random80,LogisticRegression,standard,none,off,0.450103741659526,0.15467889686757771,120,0.4473729731379759,0.7309472986155862,0.08862042982378752,120,0.7219317524580682,0.5749424246315206,0.12641231809735334,120,0.6,0.7739583333333333,0.06690531950982284,120,0.75,0.5735337701514173,0.16334761109806853,120,0.5694444444444444,0.6408826821326822,0.20932463475200966,120,0.625
STRICT,config_kfold,LinearDiscriminantAnalysis_svd,robust,undersample,on,0.450061301610501,0.10384426793416038,560,0.47991136849368476,0.7378324572253144,0.05629787918919898,560,0.7500577200577201,0.6125285581758089,0.07414294448737749,560,0.6301767676767676,0.740777269528501,0.04590595640702362,560,0.7506896551724138,0.5471565031545682,0.06445972378570021,560,0.5574458874458874,0.731218253968254,0.09935888250446648,560,0.745
IMPUTED,config_random80,LinearDiscriminantAnalysis_svd,maxabs,none,off,0.4498384544339616,0.17557225435225304,20,0.4058961655584936,0.7024543037689491,0.09591562232125209,20,0.676745951417004,0.5448205011362905,0.15499473331338104,20,0.5298245614035088,0.809375,0.059896429249514584,20,0.78125,0.6683333333333333,0.16577653455911914,20,0.7142857142857143,0.4794139194139194,0.18644458450890802,20,0.41428571428571426
IMPUTED,config_random80,LinearDiscriminantAnalysis_svd,none,none,off,0.4498384544339616,0.17557225435225304,20,0.4058961655584936,0.7024543037689491,0.09591562232125209,20,0.676745951417004,0.5448205011362905,0.15499473331338104,20,0.5298245614035088,0.809375,0.059896429249514584,20,0.78125,0.6683333333333333,0.16577653455911914,20,0.7142857142857143,0.4794139194139194,0.18644458450890802,20,0.41428571428571426
IMPUTED,config_random80,LinearDiscriminantAnalysis_svd,robust,none,off,0.4498384544339616,0.17557225435225304,20,0.4058961655584936,0.7024543037689491,0.09591562232125209,20,0.676745951417004,0.5448205011362905,0.15499473331338104,20,0.5298245614035088,0.809375,0.059896429249514584,20,0.78125,0.6683333333333333,0.16577653455911914,20,0.7142857142857143,0.4794139194139194,0.18644458450890802,20,0.41428571428571426
IMPUTED,config_random80,LinearDiscriminantAnalysis_svd,standard,none,off,0.4498384544339616,0.17557225435225304,20,0.4058961655584936,0.7024543037689491,0.09591562232125209,20,0.676745951417004,0.5448205011362905,0.15499473331338104,20,0.5298245614035088,0.809375,0.059896429249514584,20,0.78125,0.6683333333333333,0.16577653455911914,20,0.7142857142857143,0.4794139194139194,0.18644458450890802,20,0.41428571428571426
STRICT,config_strat80,LogisticRegression,standard,undersample,on,0.4497158728465876,0.1596255197364605,1680,0.4665694748158434,0.7316609977324263,0.0821216470972673,1680,0.746031746031746,0.6188345997117416,0.10238270820188124,1680,0.6363636363636364,0.732579365079365,0.07874142544678352,1680,0.7333333333333333,0.5656441625693339,0.13552994000109264,1680,0.5384615384615384,0.7293650793650793,0.1817620086712645,1680,0.7777777777777778
IMPUTED,config_strat80,GaussianNB,standard,smote,on,0.4491007167613513,0.15525692335079103,1680,0.4252964776724258,0.7326345755693582,0.07604218729326423,1680,0.7246376811594203,0.6126797928958727,0.10359021717484707,1680,0.6,0.7474330357142858,0.08255886809617094,1680,0.75,0.5664403347524753,0.14011341476028819,1680,0.5384615384615384,0.6988095238095238,0.1347499127031288,1680,0.6666666666666666
IMPUTED,config_strat80,GaussianNB,none,smote,off,0.44905354065663716,0.15273513926209736,240,0.4290823322857326,0.73125,0.06585685567818153,240,0.7367149758454106,0.6148213790404866,0.09566020669106079,240,0.6086956521739131,0.750390625,0.07678538984566002,240,0.75,0.5749952131202131,0.15958138374194816,240,0.5384615384615384,0.6875,0.08992954867783468,240,0.6666666666666666
IMPUTED,config_loo,SVC_linear,standard,smote,off,0.44871787795203893,0.03772362268873306,35,0.4387725362554147,0.7420062695924765,0.01995791408724674,35,0.7386363636363636,0.6149803963388442,0.024825591147672195,35,0.6095238095238096,0.7521428571428571,0.01946804373558772,35,0.75,0.5380502695113876,0.02884004213213256,35,0.532258064516129,0.7194805194805195,0.03776657685551931,35,0.7272727272727273
STRICT,config_strat80,LinearDiscriminantAnalysis_svd,maxabs,smoteenn,off,0.44861301573693374,0.12564678178334696,80,0.4550466375675794,0.7365079365079364,0.06518244090225095,80,0.7380952380952381,0.6287631815827482,0.07987415893466568,80,0.6261343012704175,0.73,0.0753052858433548,80,0.7333333333333333,0.5504628602606544,0.09482818872297527,80,0.5419580419580419,0.7527777777777778,0.1131666406017479,80,0.7777777777777778
IMPUTED,config_loo,GaussianNB,robust,undersample,off,0.44792890942040114,0.0,3,0.4479289094204012,0.740203761755486,0.0,3,0.740203761755486,0.6138613861386139,0.0,3,0.6138613861386139,0.75625,0.0,3,0.75625,0.543859649122807,0.0,3,0.543859649122807,0.7045454545454546,0.0,3,0.7045454545454546
IMPUTED,config_loo,GaussianNB,standard,undersample,off,0.44792890942040114,0.0,3,0.4479289094204012,0.740203761755486,0.0,3,0.740203761755486,0.6138613861386139,0.0,3,0.6138613861386139,0.75625,0.0,3,0.75625,0.543859649122807,0.0,3,0.543859649122807,0.7045454545454546,0.0,3,0.7045454545454546
IMPUTED,config_strat80,LinearDiscriminantAnalysis_svd,maxabs,smoteenn,off,0.44788356608490343,0.1537527951509289,80,0.46297041778830694,0.7442028985507246,0.08442575848064261,80,0.7536231884057971,0.6130970742561391,0.09825291851716862,80,0.6180371352785146,0.7015625,0.07828701555045679,80,0.6875,0.4901427346947858,0.09077964013668836,80,0.4705882352941176,0.8416666666666666,0.16181402508875514,80,0.8888888888888888
STRICT,config_loo,LogisticRegression,robust,smoteenn,on,0.4477930133835249,0.11283197390954466,336,0.48758791515595,0.7446198605228255,0.06220179210848499,336,0.7656109613656783,0.621255707659476,0.06944588893655543,336,0.6470588235294118,0.731016731016731,0.05559498053302155,336,0.75,0.5199931117571863,0.06126038803397387,336,0.5378874856486797,0.7760770975056689,0.09613078767759038,336,0.7857142857142857
STRICT,config_loo,LogisticRegression,robust,undersample,on,0.44777269265110253,0.11199657944800301,168,0.48758791515595,0.7431090360672571,0.06110973518014258,168,0.7654986522911051,0.620945917152253,0.07179797321040579,168,0.6470588235294118,0.7386583011583012,0.05362918387955704,168,0.7567567567567568,0.5298587042254708,0.0637822385378242,168,0.5491935483870968,0.7534013605442177,0.09209548911765891,168,0.7857142857142857
STRICT,config_random80,LogisticRegression,none,undersample,off,0.44765686836965857,0.13075576741080844,240,0.4276686017238498,0.7490460460433287,0.06858635494990292,240,0.7357954545454546,0.5977475929580857,0.10632107864048636,240,0.6086956521739131,0.7183333333333334,0.09592826236424357,240,0.7333333333333333,0.5009995048810838,0.13034456982495488,240,0.5,0.7985416666666667,0.1274123909359554,240,0.75
STRICT,config_random80,LogisticRegression,robust,smoteenn,off,0.4475446137013977,0.12288509936419924,480,0.4308202184276645,0.7485106364046582,0.06319069337113481,480,0.7443181818181819,0.5964901312292756,0.10188276374491032,480,0.6,0.7173611111111111,0.09081950750174411,480,0.7,0.49827603562946055,0.1260722446023385,480,0.5,0.8005257936507937,0.13123352130654886,480,0.75
STRICT,config_loo,LinearDiscriminantAnalysis_svd,standard,none,on,0.4474463758414224,0.0964920369270595,14,0.4787939214116299,0.6939096393274291,0.042684670843560396,14,0.7097933513027852,0.5594225939494482,0.0751714972472365,14,0.5882352941176471,0.7924710424710425,0.032827266959158136,14,0.8040540540540541,0.7033475783475784,0.093044705727453,14,0.7407407407407407,0.46598639455782315,0.06970714806775238,14,0.4761904761904761
