accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,pr_auc,scenario,split,n_train,n_test,positive_rate_train,positive_rate_test
0.7333333333333333,0.5714285714285714,0.4444444444444444,0.5,0.6507936507936507,0.3267616012328021,0.746031746031746,0.5477793811127144,no_tc,27,118,30,0.2796610169491525,0.3
0.7333333333333333,0.5714285714285714,0.4444444444444444,0.5,0.6507936507936507,0.3267616012328021,0.6349206349206349,0.470527802901028,no_tc,28,118,30,0.2796610169491525,0.3
0.7333333333333333,0.5714285714285714,0.4444444444444444,0.5,0.6507936507936507,0.3267616012328021,0.7513227513227513,0.6279748029748029,no_tc,29,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.7037037037037037,0.6147584541062803,no_lipid,0,118,30,0.2796610169491525,0.3
0.6333333333333333,0.0,0.0,0.0,0.4523809523809524,-0.1749635530559413,0.5820105820105821,0.3445187165775401,no_lipid,1,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.5608465608465608,0.3985298651965319,no_lipid,2,118,30,0.2796610169491525,0.3
0.6666666666666666,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.5079365079365079,0.024246432248443597,0.671957671957672,0.44431860178986615,no_lipid,3,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.4920634920634921,0.34970793296880254,no_lipid,4,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.5714285714285714,0.3799337060714769,no_lipid,5,118,30,0.2796610169491525,0.3
0.6,0.0,0.0,0.0,0.42857142857142855,-0.21821789023599236,0.30158730158730157,0.24365725383383224,no_lipid,6,118,30,0.2796610169491525,0.3
0.7666666666666667,0.75,0.3333333333333333,0.46153846153846156,0.6428571428571428,0.38516444325982163,0.6402116402116402,0.5522101355434689,no_lipid,7,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.582010582010582,0.43070478903812237,no_lipid,8,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.5767195767195767,0.38157681872908233,no_lipid,9,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.708994708994709,0.6431143217520927,no_lipid,10,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.6931216931216931,0.4498476831810166,no_lipid,11,118,30,0.2796610169491525,0.3
0.6333333333333333,0.25,0.1111111111111111,0.15384615384615385,0.4841269841269841,-0.04279604925109129,0.544973544973545,0.3519049187527448,no_lipid,12,118,30,0.2796610169491525,0.3
0.5666666666666667,0.0,0.0,0.0,0.40476190476190477,-0.25677629550654774,0.5079365079365079,0.32516810208381086,no_lipid,13,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.7883597883597884,0.5858604358604358,no_lipid,14,118,30,0.2796610169491525,0.3
0.6333333333333333,0.0,0.0,0.0,0.4523809523809524,-0.1749635530559413,0.708994708994709,0.4652082485415819,no_lipid,15,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.6931216931216931,0.5858695652173913,no_lipid,16,118,30,0.2796610169491525,0.3
0.7666666666666667,1.0,0.2222222222222222,0.36363636363636365,0.6111111111111112,0.408248290463863,0.6507936507936508,0.5885281385281385,no_lipid,17,118,30,0.2796610169491525,0.3
0.6666666666666666,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.5079365079365079,0.024246432248443597,0.6349206349206349,0.4556221875138733,no_lipid,18,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.4444444444444445,0.3204144620811288,no_lipid,19,118,30,0.2796610169491525,0.3
0.7,0.5,0.1111111111111111,0.18181818181818182,0.5317460317460317,0.11664236870396086,0.5978835978835979,0.38655249978779394,no_lipid,20,118,30,0.2796610169491525,0.3
0.6666666666666666,0.0,0.0,0.0,0.47619047619047616,-0.12156613477096617,0.6666666666666667,0.4179621848739496,no_lipid,21,118,30,0.2796610169491525,0.3
0.7,0.0,0.0,0.0,0.5,0.0,0.6507936507936508,0.503927203065134,no_lipid,22,118,30,0.2796610169491525,0.3
0.6333333333333333,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.5158730158730158,0.036369648372665396,0.46031746031746035,0.4578947786993764,no_lipid,23,118,30,0.2796610169491525,0.3
0.6666666666666666,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.5079365079365079,0.024246432248443597,0.5185185185185186,0.36625695292361954,no_lipid,24,118,30,0.2796610169491525,0.3
0.6333333333333333,0.25,0.1111111111111111,0.15384615384615385,0.4841269841269841,-0.04279604925109129,0.4021164021164021,0.27130523797190464,no_lipid,25,118,30,0.2796610169491525,0.3
0.7333333333333333,1.0,0.1111111111111111,0.2,0.5555555555555556,0.28365431446558775,0.7936507936507937,0.616164342480132,no_lipid,26,118,30,0.2796610169491525,0.3
0.6,0.2,0.1111111111111111,0.14285714285714285,0.46031746031746035,-0.09759000729485331,0.4814814814814815,0.3310348088125866,no_lipid,27,118,30,0.2796610169491525,0.3
0.6333333333333333,0.0,0.0,0.0,0.4523809523809524,-0.1749635530559413,0.5132275132275133,0.35667524922426885,no_lipid,28,118,30,0.2796610169491525,0.3
0.6,0.2,0.1111111111111111,0.14285714285714285,0.46031746031746035,-0.09759000729485331,0.5767195767195767,0.44751643418310083,no_lipid,29,118,30,0.2796610169491525,0.3
